"model","em","variable","sector","harm_status"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Waste|Harmonized-DB","Waste","Harmonized-DB"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Agriculture|Unharmonized","Agriculture","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Aircraft|Unharmonized","Aircraft","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|International Shipping|Unharmonized","International Shipping","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"MESSAGE-GLOBIOM","BC","CEDS+|9+ Sectors|Emissions|BC|Waste|Unharmonized","Waste","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Agriculture|Harmonized","Agriculture","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Forest Burning|Harmonized","Forest Burning","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Peat Burning|Harmonized","Peat Burning","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Aircraft|Harmonized","Aircraft","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|International Shipping|Harmonized","International Shipping","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Energy Sector|Harmonized","Energy Sector","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Waste|Harmonized","Waste","Harmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Waste|Harmonized-DB","Waste","Harmonized-DB"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Agriculture|Unharmonized","Agriculture","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Aircraft|Unharmonized","Aircraft","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|International Shipping|Unharmonized","International Shipping","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"MESSAGE-GLOBIOM","CH4","CEDS+|9+ Sectors|Emissions|CH4|Waste|Unharmonized","Waste","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Agriculture|Harmonized","Agriculture","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Forest Burning|Harmonized","Forest Burning","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Peat Burning|Harmonized","Peat Burning","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Aircraft|Harmonized","Aircraft","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|International Shipping|Harmonized","International Shipping","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Energy Sector|Harmonized","Energy Sector","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Waste|Harmonized","Waste","Harmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Waste|Harmonized-DB","Waste","Harmonized-DB"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Agriculture|Unharmonized","Agriculture","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Aircraft|Unharmonized","Aircraft","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|International Shipping|Unharmonized","International Shipping","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"MESSAGE-GLOBIOM","CO","CEDS+|9+ Sectors|Emissions|CO|Waste|Unharmonized","Waste","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Agriculture|Harmonized","Agriculture","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Forest Burning|Harmonized","Forest Burning","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Peat Burning|Harmonized","Peat Burning","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Aircraft|Harmonized","Aircraft","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|International Shipping|Harmonized","International Shipping","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Energy Sector|Harmonized","Energy Sector","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Waste|Harmonized","Waste","Harmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Waste|Harmonized-DB","Waste","Harmonized-DB"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Agriculture|Unharmonized","Agriculture","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Aircraft|Unharmonized","Aircraft","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|International Shipping|Unharmonized","International Shipping","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"MESSAGE-GLOBIOM","CO2","CEDS+|9+ Sectors|Emissions|CO2|Waste|Unharmonized","Waste","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Agriculture|Harmonized","Agriculture","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Forest Burning|Harmonized","Forest Burning","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Peat Burning|Harmonized","Peat Burning","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Aircraft|Harmonized","Aircraft","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|International Shipping|Harmonized","International Shipping","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Energy Sector|Harmonized","Energy Sector","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Waste|Harmonized","Waste","Harmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Waste|Harmonized-DB","Waste","Harmonized-DB"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Agriculture|Unharmonized","Agriculture","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Aircraft|Unharmonized","Aircraft","Unharmonized"
