"model","em","variable","sector","harm_status"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|International Shipping|Unharmonized","International Shipping","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"MESSAGE-GLOBIOM","NH3","CEDS+|9+ Sectors|Emissions|NH3|Waste|Unharmonized","Waste","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Agriculture|Harmonized","Agriculture","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Forest Burning|Harmonized","Forest Burning","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Peat Burning|Harmonized","Peat Burning","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Aircraft|Harmonized","Aircraft","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Harmonized","International Shipping","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Energy Sector|Harmonized","Energy Sector","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Waste|Harmonized","Waste","Harmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Waste|Harmonized-DB","Waste","Harmonized-DB"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Agriculture|Unharmonized","Agriculture","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Aircraft|Unharmonized","Aircraft","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Unharmonized","International Shipping","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"MESSAGE-GLOBIOM","NOx","CEDS+|9+ Sectors|Emissions|NOx|Waste|Unharmonized","Waste","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Agriculture|Harmonized","Agriculture","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Forest Burning|Harmonized","Forest Burning","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Peat Burning|Harmonized","Peat Burning","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Aircraft|Harmonized","Aircraft","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|International Shipping|Harmonized","International Shipping","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Energy Sector|Harmonized","Energy Sector","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Waste|Harmonized","Waste","Harmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Waste|Harmonized-DB","Waste","Harmonized-DB"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Agriculture|Unharmonized","Agriculture","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Aircraft|Unharmonized","Aircraft","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|International Shipping|Unharmonized","International Shipping","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"MESSAGE-GLOBIOM","OC","CEDS+|9+ Sectors|Emissions|OC|Waste|Unharmonized","Waste","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agriculture|Harmonized","Agriculture","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Forest Burning|Harmonized","Forest Burning","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Peat Burning|Harmonized","Peat Burning","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Aircraft|Harmonized","Aircraft","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|International Shipping|Harmonized","International Shipping","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Energy Sector|Harmonized","Energy Sector","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Waste|Harmonized","Waste","Harmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Waste|Harmonized-DB","Waste","Harmonized-DB"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agriculture|Unharmonized","Agriculture","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Aircraft|Unharmonized","Aircraft","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|International Shipping|Unharmonized","International Shipping","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"MESSAGE-GLOBIOM","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Waste|Unharmonized","Waste","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agriculture|Harmonized","Agriculture","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Forest Burning|Harmonized","Forest Burning","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Peat Burning|Harmonized","Peat Burning","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Aircraft|Harmonized","Aircraft","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|International Shipping|Harmonized","International Shipping","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Energy Sector|Harmonized","Energy Sector","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Waste|Harmonized","Waste","Harmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Waste|Harmonized-DB","Waste","Harmonized-DB"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agriculture|Unharmonized","Agriculture","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Aircraft|Unharmonized","Aircraft","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|International Shipping|Unharmonized","International Shipping","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"MESSAGE-GLOBIOM","VOC","CEDS+|9+ Sectors|Emissions|VOC|Waste|Unharmonized","Waste","Unharmonized"
