model,em,variable,sector,harm_status
AIM,CH4,CEDS+|9+ Sectors|Emissions|CH4|Solvents Production and Application|Unharmonized,Solvents Production and Application,Unharmonized
AIM,CH4,CEDS+|9+ Sectors|Emissions|CH4|Waste|Unharmonized,Waste,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Agriculture|Harmonized,Agriculture,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Agricultural Waste Burning|Harmonized,Agricultural Waste Burning,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Forest Burning|Harmonized,Forest Burning,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Grassland Burning|Harmonized,Grassland Burning,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Peat Burning|Harmonized,Peat Burning,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Industrial Sector|Harmonized,Industrial Sector,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Residential Commercial Other|Harmonized,Residential Commercial Other,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Aircraft|Harmonized,Aircraft,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Transportation Sector|Harmonized,Transportation Sector,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|International Shipping|Harmonized,International Shipping,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Energy Sector|Harmonized,Energy Sector,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Solvents Production and Application|Harmonized,Solvents Production and Application,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Waste|Harmonized,Waste,Harmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Agriculture|Harmonized-DB,Agriculture,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Agricultural Waste Burning|Harmonized-DB,Agricultural Waste Burning,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Forest Burning|Harmonized-DB,Forest Burning,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Grassland Burning|Harmonized-DB,Grassland Burning,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Peat Burning|Harmonized-DB,Peat Burning,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Industrial Sector|Harmonized-DB,Industrial Sector,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Aircraft|Harmonized-DB,Aircraft,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Transportation Sector|Harmonized-DB,Transportation Sector,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|International Shipping|Harmonized-DB,International Shipping,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Energy Sector|Harmonized-DB,Energy Sector,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Solvents Production and Application|Harmonized-DB,Solvents Production and Application,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Waste|Harmonized-DB,Waste,Harmonized-DB
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Agriculture|Unharmonized,Agriculture,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Agricultural Waste Burning|Unharmonized,Agricultural Waste Burning,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Forest Burning|Unharmonized,Forest Burning,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Grassland Burning|Unharmonized,Grassland Burning,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Peat Burning|Unharmonized,Peat Burning,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Industrial Sector|Unharmonized,Industrial Sector,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Residential Commercial Other|Unharmonized,Residential Commercial Other,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Aircraft|Unharmonized,Aircraft,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Transportation Sector|Unharmonized,Transportation Sector,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|International Shipping|Unharmonized,International Shipping,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Energy Sector|Unharmonized,Energy Sector,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Solvents Production and Application|Unharmonized,Solvents Production and Application,Unharmonized
AIM,CO,CEDS+|9+ Sectors|Emissions|CO|Waste|Unharmonized,Waste,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Agriculture|Harmonized,Agriculture,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Agricultural Waste Burning|Harmonized,Agricultural Waste Burning,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Forest Burning|Harmonized,Forest Burning,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Grassland Burning|Harmonized,Grassland Burning,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Peat Burning|Harmonized,Peat Burning,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Industrial Sector|Harmonized,Industrial Sector,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Residential Commercial Other|Harmonized,Residential Commercial Other,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Aircraft|Harmonized,Aircraft,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Transportation Sector|Harmonized,Transportation Sector,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|International Shipping|Harmonized,International Shipping,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Energy Sector|Harmonized,Energy Sector,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Solvents Production and Application|Harmonized,Solvents Production and Application,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Waste|Harmonized,Waste,Harmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Agriculture|Harmonized-DB,Agriculture,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Agricultural Waste Burning|Harmonized-DB,Agricultural Waste Burning,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Forest Burning|Harmonized-DB,Forest Burning,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Grassland Burning|Harmonized-DB,Grassland Burning,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Peat Burning|Harmonized-DB,Peat Burning,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Industrial Sector|Harmonized-DB,Industrial Sector,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Aircraft|Harmonized-DB,Aircraft,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Transportation Sector|Harmonized-DB,Transportation Sector,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|International Shipping|Harmonized-DB,International Shipping,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Energy Sector|Harmonized-DB,Energy Sector,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Solvents Production and Application|Harmonized-DB,Solvents Production and Application,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Waste|Harmonized-DB,Waste,Harmonized-DB
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Agriculture|Unharmonized,Agriculture,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Agricultural Waste Burning|Unharmonized,Agricultural Waste Burning,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Forest Burning|Unharmonized,Forest Burning,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Grassland Burning|Unharmonized,Grassland Burning,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Peat Burning|Unharmonized,Peat Burning,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Industrial Sector|Unharmonized,Industrial Sector,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Residential Commercial Other|Unharmonized,Residential Commercial Other,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Aircraft|Unharmonized,Aircraft,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Transportation Sector|Unharmonized,Transportation Sector,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|International Shipping|Unharmonized,International Shipping,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Energy Sector|Unharmonized,Energy Sector,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Solvents Production and Application|Unharmonized,Solvents Production and Application,Unharmonized
AIM,CO2,CEDS+|9+ Sectors|Emissions|CO2|Waste|Unharmonized,Waste,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Agriculture|Harmonized,Agriculture,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Agricultural Waste Burning|Harmonized,Agricultural Waste Burning,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Forest Burning|Harmonized,Forest Burning,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Grassland Burning|Harmonized,Grassland Burning,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Peat Burning|Harmonized,Peat Burning,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Industrial Sector|Harmonized,Industrial Sector,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Residential Commercial Other|Harmonized,Residential Commercial Other,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Aircraft|Harmonized,Aircraft,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Transportation Sector|Harmonized,Transportation Sector,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|International Shipping|Harmonized,International Shipping,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Energy Sector|Harmonized,Energy Sector,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Solvents Production and Application|Harmonized,Solvents Production and Application,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Waste|Harmonized,Waste,Harmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Agriculture|Harmonized-DB,Agriculture,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Agricultural Waste Burning|Harmonized-DB,Agricultural Waste Burning,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Forest Burning|Harmonized-DB,Forest Burning,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Grassland Burning|Harmonized-DB,Grassland Burning,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Peat Burning|Harmonized-DB,Peat Burning,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Industrial Sector|Harmonized-DB,Industrial Sector,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Aircraft|Harmonized-DB,Aircraft,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Transportation Sector|Harmonized-DB,Transportation Sector,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|International Shipping|Harmonized-DB,International Shipping,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Energy Sector|Harmonized-DB,Energy Sector,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Solvents Production and Application|Harmonized-DB,Solvents Production and Application,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Waste|Harmonized-DB,Waste,Harmonized-DB
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Agriculture|Unharmonized,Agriculture,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Agricultural Waste Burning|Unharmonized,Agricultural Waste Burning,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Forest Burning|Unharmonized,Forest Burning,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Grassland Burning|Unharmonized,Grassland Burning,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Peat Burning|Unharmonized,Peat Burning,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Industrial Sector|Unharmonized,Industrial Sector,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Residential Commercial Other|Unharmonized,Residential Commercial Other,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Aircraft|Unharmonized,Aircraft,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Transportation Sector|Unharmonized,Transportation Sector,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|International Shipping|Unharmonized,International Shipping,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Energy Sector|Unharmonized,Energy Sector,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Solvents Production and Application|Unharmonized,Solvents Production and Application,Unharmonized
AIM,NH3,CEDS+|9+ Sectors|Emissions|NH3|Waste|Unharmonized,Waste,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Agriculture|Harmonized,Agriculture,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Agricultural Waste Burning|Harmonized,Agricultural Waste Burning,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Forest Burning|Harmonized,Forest Burning,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Grassland Burning|Harmonized,Grassland Burning,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Peat Burning|Harmonized,Peat Burning,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Harmonized,Industrial Sector,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Harmonized,Residential Commercial Other,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Aircraft|Harmonized,Aircraft,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Harmonized,Transportation Sector,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Harmonized,International Shipping,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Energy Sector|Harmonized,Energy Sector,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Solvents Production and Application|Harmonized,Solvents Production and Application,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Waste|Harmonized,Waste,Harmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Agriculture|Harmonized-DB,Agriculture,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Agricultural Waste Burning|Harmonized-DB,Agricultural Waste Burning,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Forest Burning|Harmonized-DB,Forest Burning,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Grassland Burning|Harmonized-DB,Grassland Burning,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Peat Burning|Harmonized-DB,Peat Burning,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Harmonized-DB,Industrial Sector,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Harmonized-DB,Residential Commercial Other,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Aircraft|Harmonized-DB,Aircraft,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Harmonized-DB,Transportation Sector,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Harmonized-DB,International Shipping,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Energy Sector|Harmonized-DB,Energy Sector,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Solvents Production and Application|Harmonized-DB,Solvents Production and Application,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Waste|Harmonized-DB,Waste,Harmonized-DB
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Agriculture|Unharmonized,Agriculture,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Agricultural Waste Burning|Unharmonized,Agricultural Waste Burning,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Forest Burning|Unharmonized,Forest Burning,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Grassland Burning|Unharmonized,Grassland Burning,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Peat Burning|Unharmonized,Peat Burning,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Unharmonized,Industrial Sector,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Unharmonized,Residential Commercial Other,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Aircraft|Unharmonized,Aircraft,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Unharmonized,Transportation Sector,Unharmonized
AIM,NOx,CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Unharmonized,International Shipping,Unharmonized
