"model","em","variable","sector","harm_status"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Waste|Harmonized-DB","Waste","Harmonized-DB"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Agriculture|Unharmonized","Agriculture","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Aircraft|Unharmonized","Aircraft","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|International Shipping|Unharmonized","International Shipping","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"GCAM4","NOx","CEDS+|9+ Sectors|Emissions|NOx|Waste|Unharmonized","Waste","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Agriculture|Harmonized","Agriculture","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Forest Burning|Harmonized","Forest Burning","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Peat Burning|Harmonized","Peat Burning","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Aircraft|Harmonized","Aircraft","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|International Shipping|Harmonized","International Shipping","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Energy Sector|Harmonized","Energy Sector","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Waste|Harmonized","Waste","Harmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Waste|Harmonized-DB","Waste","Harmonized-DB"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Agriculture|Unharmonized","Agriculture","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Aircraft|Unharmonized","Aircraft","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|International Shipping|Unharmonized","International Shipping","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"GCAM4","OC","CEDS+|9+ Sectors|Emissions|OC|Waste|Unharmonized","Waste","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agriculture|Harmonized","Agriculture","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Forest Burning|Harmonized","Forest Burning","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Peat Burning|Harmonized","Peat Burning","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Aircraft|Harmonized","Aircraft","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|International Shipping|Harmonized","International Shipping","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Energy Sector|Harmonized","Energy Sector","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Waste|Harmonized","Waste","Harmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Waste|Harmonized-DB","Waste","Harmonized-DB"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agriculture|Unharmonized","Agriculture","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Aircraft|Unharmonized","Aircraft","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|International Shipping|Unharmonized","International Shipping","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"GCAM4","Sulfur","CEDS+|9+ Sectors|Emissions|Sulfur|Waste|Unharmonized","Waste","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agriculture|Harmonized","Agriculture","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agricultural Waste Burning|Harmonized","Agricultural Waste Burning","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Forest Burning|Harmonized","Forest Burning","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Grassland Burning|Harmonized","Grassland Burning","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Peat Burning|Harmonized","Peat Burning","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Industrial Sector|Harmonized","Industrial Sector","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Residential Commercial Other|Harmonized","Residential Commercial Other","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Aircraft|Harmonized","Aircraft","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Transportation Sector|Harmonized","Transportation Sector","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|International Shipping|Harmonized","International Shipping","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Energy Sector|Harmonized","Energy Sector","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Solvents Production and Application|Harmonized","Solvents Production and Application","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Waste|Harmonized","Waste","Harmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agriculture|Harmonized-DB","Agriculture","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agricultural Waste Burning|Harmonized-DB","Agricultural Waste Burning","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Forest Burning|Harmonized-DB","Forest Burning","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Grassland Burning|Harmonized-DB","Grassland Burning","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Peat Burning|Harmonized-DB","Peat Burning","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Industrial Sector|Harmonized-DB","Industrial Sector","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Residential Commercial Other|Harmonized-DB","Residential Commercial Other","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Aircraft|Harmonized-DB","Aircraft","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Transportation Sector|Harmonized-DB","Transportation Sector","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|International Shipping|Harmonized-DB","International Shipping","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Energy Sector|Harmonized-DB","Energy Sector","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Solvents Production and Application|Harmonized-DB","Solvents Production and Application","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Waste|Harmonized-DB","Waste","Harmonized-DB"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agriculture|Unharmonized","Agriculture","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Agricultural Waste Burning|Unharmonized","Agricultural Waste Burning","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Forest Burning|Unharmonized","Forest Burning","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Grassland Burning|Unharmonized","Grassland Burning","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Peat Burning|Unharmonized","Peat Burning","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Industrial Sector|Unharmonized","Industrial Sector","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Residential Commercial Other|Unharmonized","Residential Commercial Other","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Aircraft|Unharmonized","Aircraft","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Transportation Sector|Unharmonized","Transportation Sector","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|International Shipping|Unharmonized","International Shipping","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Energy Sector|Unharmonized","Energy Sector","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Solvents Production and Application|Unharmonized","Solvents Production and Application","Unharmonized"
"GCAM4","VOC","CEDS+|9+ Sectors|Emissions|VOC|Waste|Unharmonized","Waste","Unharmonized"
