"model","scenario","iso","variable","unit","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050","X2051","X2052","X2053","X2054","X2055","X2056","X2057","X2058","X2059","X2060","X2061","X2062","X2063","X2064","X2065","X2066","X2067","X2068","X2069","X2070","X2071","X2072","X2073","X2074","X2075","X2076","X2077","X2078","X2079","X2080","X2081","X2082","X2083","X2084","X2085","X2086","X2087","X2088","X2089","X2090","X2091","X2092","X2093","X2094","X2095","X2096","X2097","X2098","X2099","X2100"
"IIASA-WiC POP","SSP1","civ","Population","million",19.7378,20.033507006,20.329214012,20.624921018,20.920628024,21.21633503,21.475748948,21.735162866,21.994576784,22.253990702,22.51340462,22.748591206,22.983777792,23.218964378,23.454150964,23.68933755,23.881948682,24.074559814,24.267170946,24.459782078,24.65239321,24.819939266,24.987485322,25.155031378,25.322577434,25.49012349,25.624059806,25.757996122,25.891932438,26.025868754,26.15980507,26.25516031,26.35051555,26.44587079,26.54122603,26.63658127,26.696504372,26.756427474,26.816350576,26.876273678,26.93619678,26.966271652,26.996346524,27.026421396,27.056496268,27.08657114,27.090014382,27.093457624,27.096900866,27.100344108,27.10378735,27.091331998,27.078876646,27.066421294,27.053965942,27.04151059,27.01037769,26.97924479,26.94811189,26.91697899,26.88584609,26.833822132,26.781798174,26.729774216,26.677750258,26.6257263,26.55280516,26.47988402,26.40696288,26.33404174,26.2611206,26.169042126,26.076963652,25.984885178,25.892806704,25.80072823,25.690470026,25.580211822,25.469953618,25.359695414,25.24943721,25.122594826,24.995752442,24.868910058,24.742067674,24.61522529,24.474647086,24.334068882,24.193490678,24.052912474,23.91233427
"IIASA-WiC POP","SSP1","cmr","Population","million",19.598889,19.963907416,20.328925832,20.693944248,21.058962664,21.42398108,21.76910132,22.11422156,22.4593418,22.80446204,23.14958228,23.469420848,23.789259416,24.109097984,24.428936552,24.74877512,25.033938096,25.319101072,25.604264048,25.889427024,26.17459,26.436576596,26.698563192,26.960549788,27.222536384,27.48452298,27.712747328,27.940971676,28.169196024,28.397420372,28.62564472,28.810983318,28.996321916,29.181660514,29.366999112,29.55233771,29.6965882,29.84083869,29.98508918,30.12933967,30.27359016,30.380470234,30.487350308,30.594230382,30.701110456,30.80799053,30.879905718,30.951820906,31.023736094,31.095651282,31.16756647,31.206415198,31.245263926,31.284112654,31.322961382,31.36181011,31.365447336,31.369084562,31.372721788,31.376359014,31.37999624,31.348512844,31.317029448,31.285546052,31.254062656,31.22257926,31.157302264,31.092025268,31.026748272,30.961471276,30.89619428,30.800383972,30.704573664,30.608763356,30.512953048,30.41714274,30.29302788,30.16891302,30.04479816,29.9206833,29.79656844,29.647303432,29.498038424,29.348773416,29.199508408,29.0502434,28.878645424,28.707047448,28.535449472,28.363851496,28.19225352
"IIASA-WiC POP","SSP1","cod","Population","million",65.965795,67.725132908,69.484470816,71.243808724,73.003146632,74.76248454,76.586555936,78.410627332,80.234698728,82.058770124,83.88284152,85.723976784,87.565112048,89.406247312,91.247382576,93.08851784,94.811552152,96.534586464,98.257620776,99.980655088,101.7036894,103.34635718,104.98902496,106.63169274,108.27436052,109.9170283,111.43435244,112.95167658,114.46900072,115.98632486,117.503649,118.85483742,120.20602584,121.55721426,122.90840268,124.2595911,125.41578348,126.57197586,127.72816824,128.88436062,130.040553,131.02890136,132.01724972,133.00559808,133.99394644,134.9822948,135.80462064,136.62694648,137.44927232,138.27159816,139.093924,139.75535108,140.41677816,141.07820524,141.73963232,142.4010594,142.89485698,143.38865456,143.88245214,144.37624972,144.8700473,145.1940719,145.5180965,145.8421211,146.1661457,146.4901703,146.64966426,146.80915822,146.96865218,147.12814614,147.2876401,147.29264042,147.29764074,147.30264106,147.30764138,147.3126417,147.16902728,147.02541286,146.88179844,146.73818402,146.5945696,146.3103867,146.0262038,145.7420209,145.457838,145.1736551,144.76205592,144.35045674,143.93885756,143.52725838,143.1156592
"IIASA-WiC POP","SSP1","cog","Population","million",4.042899,4.1373593008,4.2318196016,4.3262799024,4.4207402032,4.515200504,4.6067827386,4.6983649732,4.7899472078,4.8815294424,4.973111677,5.061184959,5.149258241,5.237331523,5.325404805,5.413478087,5.4952052212,5.5769323554,5.6586594896,5.7403866238,5.822113758,5.8995651618,5.9770165656,6.0544679694,6.1319193732,6.209370777,6.2792911572,6.3492115374,6.4191319176,6.4890522978,6.558972678,6.6190122456,6.6790518132,6.7390913808,6.7991309484,6.859170516,6.9088506738,6.9585308316,7.0082109894,7.0578911472,7.107571305,7.1478209,7.188070495,7.22832009,7.268569685,7.30881928,7.3400442258,7.3712691716,7.4024941174,7.4337190632,7.464944009,7.4862385272,7.5075330454,7.5288275636,7.5501220818,7.5714166,7.5824500808,7.5934835616,7.6045170424,7.6155505232,7.626584004,7.627293562,7.62800312,7.628712678,7.629422236,7.630131794,7.6211102606,7.6120887272,7.6030671938,7.5940456604,7.585024127,7.5668293428,7.5486345586,7.5304397744,7.5122449902,7.494050206,7.467259687,7.440469168,7.413678649,7.38688813,7.360097611,7.3254429852,7.2907883594,7.2561337336,7.2214791078,7.186824482,7.1449396708,7.1030548596,7.0611700484,7.0192852372,6.977400426
"IIASA-WiC POP","SSP1","col","Population","million",46.294841,46.853279234,47.411717468,47.970155702,48.528593936,49.08703217,49.565900642,50.044769114,50.523637586,51.002506058,51.48137453,51.885462852,52.289551174,52.693639496,53.097727818,53.50181614,53.82606226,54.15030838,54.4745545,54.79880062,55.12304674,55.384351034,55.645655328,55.906959622,56.168263916,56.42956821,56.617722584,56.805876958,56.994031332,57.182185706,57.37034008,57.480595002,57.590849924,57.701104846,57.811359768,57.92161469,57.95521531,57.98881593,58.02241655,58.05601717,58.08961779,58.05806407,58.02651035,57.99495663,57.96340291,57.93184919,57.840061026,57.748272862,57.656484698,57.564696534,57.47290837,57.328703894,57.184499418,57.040294942,56.896090466,56.75188599,56.55868073,56.36547547,56.17227021,55.97906495,55.78585969,55.547223872,55.308588054,55.069952236,54.831316418,54.5926806,54.311131578,54.029582556,53.748033534,53.466484512,53.18493549,52.858617078,52.532298666,52.205980254,51.879661842,51.55334343,51.159157446,50.764971462,50.370785478,49.976599494,49.58241351,49.134100106,48.685786702,48.237473298,47.789159894,47.34084649,46.853319284,46.365792078,45.878264872,45.390737666,44.90321046
"IIASA-WiC POP","SSP1","com","Population","million",0.73475,0.7493346068,0.7639192136,0.7785038204,0.7930884272,0.807673034,0.8186590048,0.8296449756,0.8406309464,0.8516169172,0.862602888,0.8717874526,0.8809720172,0.8901565818,0.8993411464,0.908525711,0.916706524,0.924887337,0.93306815,0.941248963,0.949429776,0.9567093884,0.9639890008,0.9712686132,0.9785482256,0.985827838,0.9912889606,0.9967500832,1.0022112058,1.0076723284,1.013133451,1.0161478226,1.0191621942,1.0221765658,1.0251909374,1.028205309,1.0290383562,1.0298714034,1.0307044506,1.0315374978,1.032370545,1.0317630372,1.0311555294,1.0305480216,1.0299405138,1.029333006,1.0277662532,1.0261995004,1.0246327476,1.0230659948,1.021499242,1.0193677838,1.0172363256,1.0151048674,1.0129734092,1.010841951,1.007956952,1.005071953,1.002186954,0.999301955,0.996416956,0.9926254224,0.9888338888,0.9850423552,0.9812508216,0.977459288,0.9728034396,0.9681475912,0.9634917428,0.9588358944,0.954180046,0.9487273012,0.9432745564,0.9378218116,0.9323690668,0.926916322,0.9207809758,0.9146456296,0.9085102834,0.9023749372,0.896239591,0.8895743732,0.8829091554,0.8762439376,0.8695787198,0.862913502,0.8559529546,0.8489924072,0.8420318598,0.8350713124,0.828110765
"IIASA-WiC POP","SSP1","cpv","Population","million",0.495999,0.4991623644,0.5023257288,0.5054890932,0.5086524576,0.511815822,0.5140038438,0.5161918656,0.5183798874,0.5205679092,0.522755931,0.5240248018,0.5252936726,0.5265625434,0.5278314142,0.529100285,0.529453119,0.529805953,0.530158787,0.530511621,0.530864455,0.5306212974,0.5303781398,0.5301349822,0.5298918246,0.529648667,0.5287421662,0.5278356654,0.5269291646,0.5260226638,0.525116163,0.5234831304,0.5218500978,0.5202170652,0.5185840326,0.516951,0.514593128,0.512235256,0.509877384,0.507519512,0.50516164,0.5022936128,0.4994255856,0.4965575584,0.4936895312,0.490821504,0.4875621378,0.4843027716,0.4810434054,0.4777840392,0.474524673,0.4713267316,0.4681287902,0.4649308488,0.4617329074,0.458534966,0.4553577124,0.4521804588,0.4490032052,0.4458259516,0.442648698,0.4394415156,0.4362343332,0.4330271508,0.4298199684,0.426612786,0.423326401,0.420040016,0.416753631,0.413467246,0.410180861,0.4068173824,0.4034539038,0.4000904252,0.3967269466,0.393363468,0.3897317292,0.3860999904,0.3824682516,0.3788365128,0.375204774,0.3713474186,0.3674900632,0.3636327078,0.3597753524,0.355917997,0.352014115,0.348110233,0.344206351,0.340302469,0.336398587
"IIASA-WiC POP","SSP1","cri","Population","million",4.658887,4.7215333066,4.7841796132,4.8468259198,4.9094722264,4.972118533,5.0278229526,5.0835273722,5.1392317918,5.1949362114,5.250640631,5.2993700806,5.3480995302,5.3968289798,5.4455584294,5.494287879,5.535404057,5.576520235,5.617636413,5.658752591,5.699868769,5.735312158,5.770755547,5.806198936,5.841642325,5.877085714,5.9054166884,5.9337476628,5.9620786372,5.9904096116,6.018740586,6.0387094206,6.0586782552,6.0786470898,6.0986159244,6.118584759,6.1300003312,6.1414159034,6.1528314756,6.1642470478,6.17566262,6.1795279174,6.1833932148,6.1872585122,6.1911238096,6.194989107,6.1921276256,6.1892661442,6.1864046628,6.1835431814,6.1806817,6.1698403666,6.1589990332,6.1481576998,6.1373163664,6.126475033,6.1081286052,6.0897821774,6.0714357496,6.0530893218,6.034742894,6.0092862502,5.9838296064,5.9583729626,5.9329163188,5.907459675,5.8715064928,5.8355533106,5.7996001284,5.7636469462,5.727693764,5.6822177556,5.6367417472,5.5912657388,5.5457897304,5.500313722,5.4471478928,5.3939820636,5.3408162344,5.2876504052,5.234484576,5.1736292622,5.1127739484,5.0519186346,4.9910633208,4.930208007,4.8628340642,4.7954601214,4.7280861786,4.6607122358,4.593338293
"IIASA-WiC POP","SSP1","cub","Population","million",11.257979,11.241373412,11.224767824,11.208162236,11.191556648,11.17495106,11.146218146,11.117485232,11.088752318,11.060019404,11.03128649,10.990875432,10.950464374,10.910053316,10.869642258,10.8292312,10.775833666,10.722436132,10.669038598,10.615641064,10.56224353,10.4989995,10.43575547,10.37251144,10.30926741,10.24602338,10.1725094712,10.0989955624,10.0254816536,9.9519677448,9.878453836,9.795029569,9.711605302,9.628181035,9.544756768,9.461332501,9.3679003518,9.2744682026,9.1810360534,9.0876039042,8.994171755,8.8922804108,8.7903890666,8.6884977224,8.5866063782,8.484715034,8.3761441936,8.2675733532,8.1590025128,8.0504316724,7.941860832,7.8314411856,7.7210215392,7.6106018928,7.5001822464,7.3897626,7.2820362622,7.1743099244,7.0665835866,6.9588572488,6.851130911,6.747067592,6.643004273,6.538940954,6.434877635,6.330814316,6.2289302244,6.1270461328,6.0251620412,5.9232779496,5.821393858,5.7227584746,5.6241230912,5.5254877078,5.4268523244,5.328216941,5.2330649716,5.1379130022,5.0427610328,4.9476090634,4.852457094,4.7577748472,4.6630926004,4.5684103536,4.4737281068,4.37904586,4.2866879184,4.1943299768,4.1019720352,4.0096140936,3.917256152
"IIASA-WiC POP","SSP1","cyp","Population","million",1.103647,1.1178386516,1.1320303032,1.1462219548,1.1604136064,1.174605258,1.1879819202,1.2013585824,1.2147352446,1.2281119068,1.241488569,1.2537048404,1.2659211118,1.2781373832,1.2903536546,1.302569926,1.3130603176,1.3235507092,1.3340411008,1.3445314924,1.355021884,1.364389198,1.373756512,1.383123826,1.39249114,1.401858454,1.410329451,1.418800448,1.427271445,1.435742442,1.444213439,1.4515869592,1.4589604794,1.4663339996,1.4737075198,1.48108104,1.4869176904,1.4927543408,1.4985909912,1.5044276416,1.510264292,1.514302325,1.518340358,1.522378391,1.526416424,1.530454457,1.5325987256,1.5347429942,1.5368872628,1.5390315314,1.5411758,1.5407538266,1.5403318532,1.5399098798,1.5394879064,1.539065933,1.5362380718,1.5334102106,1.5305823494,1.5277544882,1.524926627,1.51878756,1.512648493,1.506509426,1.500370359,1.494231292,1.4849628526,1.4756944132,1.4664259738,1.4571575344,1.447889095,1.4358147394,1.4237403838,1.4116660282,1.3995916726,1.387517317,1.3725050982,1.3574928794,1.3424806606,1.3274684418,1.312456223,1.2958270814,1.2791979398,1.2625687982,1.2459396566,1.229310515,1.2120627532,1.1948149914,1.1775672296,1.1603194678,1.143071706
"IIASA-WiC POP","SSP1","cze","Population","million",10.49296,10.549637624,10.606315248,10.662992872,10.719670496,10.77634812,10.825580322,10.874812524,10.924044726,10.973276928,11.02250913,11.066954244,11.111399358,11.155844472,11.200289586,11.2447347,11.281726106,11.318717512,11.355708918,11.392700324,11.42969173,11.459934862,11.490177994,11.520421126,11.550664258,11.58090739,11.612056538,11.643205686,11.674354834,11.705503982,11.73665313,11.771327336,11.806001542,11.840675748,11.875349954,11.91002416,11.94425993,11.9784957,12.01273147,12.04696724,12.08120301,12.10991607,12.13862913,12.16734219,12.19605525,12.22476831,12.2453802,12.26599209,12.28660398,12.30721587,12.32782776,12.334312642,12.340797524,12.347282406,12.353767288,12.36025217,12.354927622,12.349603074,12.344278526,12.338953978,12.33362943,12.315471812,12.297314194,12.279156576,12.260998958,12.24284134,12.211215302,12.179589264,12.147963226,12.116337188,12.08471115,12.043912112,12.003113074,11.962314036,11.921514998,11.88071596,11.834306036,11.787896112,11.741486188,11.695076264,11.64866634,11.597146988,11.545627636,11.494108284,11.442588932,11.39106958,11.332620834,11.274172088,11.215723342,11.157274596,11.09882585
"IIASA-WiC POP","SSP1","deu","Population","million",82.30246316,82.297582058,82.292700956,82.287819854,82.282938752,82.27805765,82.29784755,82.31763745,82.33742735,82.35721725,82.37700715,82.403539836,82.430072522,82.456605208,82.483137894,82.50967058,82.523368734,82.537066888,82.550765042,82.564463196,82.57816135,82.57787173,82.57758211,82.57729249,82.57700287,82.57671325,82.570106148,82.563499046,82.556891944,82.550284842,82.54367774,82.526525662,82.509373584,82.492221506,82.475069428,82.45791735,82.417253666,82.376589982,82.335926298,82.295262614,82.25459893,82.17927649,82.10395405,82.02863161,81.95330917,81.87798673,81.77258046,81.66717419,81.56176792,81.45636165,81.35095538,81.200751892,81.050548404,80.900344916,80.750141428,80.59993794,80.397209798,80.194481656,79.991753514,79.789025372,79.58629723,79.32648097,79.06666471,78.80684845,78.54703219,78.28721593,77.985313046,77.683410162,77.381507278,77.079604394,76.77770151,76.394711708,76.011721906,75.628732104,75.245742302,74.8627525,74.404689528,73.946626556,73.488563584,73.030500612,72.57243764,72.067639368,71.562841096,71.058042824,70.553244552,70.04844628,69.519746114,68.991045948,68.462345782,67.933645616,67.40494545
"IIASA-WiC POP","SSP1","dji","Population","million",0.888716,0.9032561184,0.9177962368,0.9323363552,0.9468764736,0.961416592,0.9757755476,0.9901345032,1.0044934588,1.0188524144,1.03321137,1.0458804882,1.0585496064,1.0712187246,1.0838878428,1.096556961,1.1070808452,1.1176047294,1.1281286136,1.1386524978,1.149176382,1.158411325,1.167646268,1.176881211,1.186116154,1.195351097,1.2032222924,1.2110934878,1.2189646832,1.2268358786,1.234707074,1.2410037588,1.2473004436,1.2535971284,1.2598938132,1.266190498,1.2708087672,1.2754270364,1.2800453056,1.2846635748,1.289281844,1.292096448,1.294911052,1.297725656,1.30054026,1.303354864,1.3044656134,1.3055763628,1.3066871122,1.3077978616,1.308908611,1.3085317782,1.3081549454,1.3077781126,1.3074012798,1.307024447,1.3051990906,1.3033737342,1.3015483778,1.2997230214,1.297897665,1.294644781,1.291391897,1.288139013,1.284886129,1.281633245,1.2770640622,1.2724948794,1.2679256966,1.2633565138,1.258787331,1.2531271046,1.2474668782,1.2418066518,1.2361464254,1.230486199,1.2238700626,1.2172539262,1.2106377898,1.2040216534,1.197405517,1.1900559144,1.1827063118,1.1753567092,1.1680071066,1.160657504,1.1526929336,1.1447283632,1.1367637928,1.1287992224,1.120834652
"IIASA-WiC POP","SSP1","dnk","Population","million",5.550142,5.5779400508,5.6057381016,5.6335361524,5.6613342032,5.689132254,5.7185244002,5.7479165464,5.7773086926,5.8067008388,5.836092985,5.8691804216,5.9022678582,5.9353552948,5.9684427314,6.001530168,6.035303358,6.069076548,6.102849738,6.136622928,6.170396118,6.2028780368,6.2353599556,6.2678418744,6.3003237932,6.332805712,6.3638316166,6.3948575212,6.4258834258,6.4569093304,6.487935235,6.5182891362,6.5486430374,6.5789969386,6.6093508398,6.639704741,6.6703639362,6.7010231314,6.7316823266,6.7623415218,6.793000717,6.8242469104,6.8554931038,6.8867392972,6.9179854906,6.949231684,6.9803976338,7.0115635836,7.0427295334,7.0738954832,7.105061433,7.1342980364,7.1635346398,7.1927712432,7.2220078466,7.25124445,7.278249445,7.30525444,7.332259435,7.35926443,7.386269425,7.4102932112,7.4343169974,7.4583407836,7.4823645698,7.506388356,7.525414498,7.54444064,7.563466782,7.582492924,7.601519066,7.6161971776,7.6308752892,7.6455534008,7.6602315124,7.674909624,7.6847203942,7.6945311644,7.7043419346,7.7141527048,7.723963475,7.7257442492,7.7275250234,7.7293057976,7.7310865718,7.732867346,7.7278857568,7.7229041676,7.7179225784,7.7129409892,7.7079594
"IIASA-WiC POP","SSP1","dom","Population","million",9.92732,10.031803978,10.136287956,10.240771934,10.345255912,10.44973989,10.536825852,10.623911814,10.710997776,10.798083738,10.8851697,10.956111398,11.027053096,11.097994794,11.168936492,11.23987819,11.291826958,11.343775726,11.395724494,11.447673262,11.49962203,11.53651346,11.57340489,11.61029632,11.64718775,11.68407918,11.704650268,11.725221356,11.745792444,11.766363532,11.78693462,11.791252544,11.795570468,11.799888392,11.804206316,11.80852424,11.797676052,11.786827864,11.775979676,11.765131488,11.7542833,11.730694108,11.707104916,11.683515724,11.659926532,11.63633734,11.601014736,11.565692132,11.530369528,11.495046924,11.45972432,11.416479906,11.373235492,11.329991078,11.286746664,11.24350225,11.193110414,11.142718578,11.092326742,11.041934906,10.99154307,10.934705362,10.877867654,10.821029946,10.764192238,10.70735453,10.644491156,10.581627782,10.518764408,10.455901034,10.39303766,10.324853554,10.256669448,10.188485342,10.120301236,10.05211713,9.978785322,9.905453514,9.832121706,9.758789898,9.68545809,9.6019639678,9.5184698456,9.4349757234,9.3514816012,9.267987479,9.176588967,9.085190455,8.993791943,8.902393431,8.810994919
"IIASA-WiC POP","SSP1","dza","Population","million",35.468208,35.944704366,36.421200732,36.897697098,37.374193464,37.85068983,38.271166924,38.691644018,39.112121112,39.532598206,39.9530753,40.291367328,40.629659356,40.967951384,41.306243412,41.64453544,41.898024078,42.151512716,42.405001354,42.658489992,42.91197863,43.117468884,43.322959138,43.528449392,43.733939646,43.9394299,44.10383203,44.26823416,44.43263629,44.59703842,44.76144055,44.874680024,44.987919498,45.101158972,45.214398446,45.32763792,45.371788884,45.415939848,45.460090812,45.504241776,45.54839274,45.521085558,45.493778376,45.466471194,45.439164012,45.41185683,45.316904364,45.221951898,45.126999432,45.032046966,44.9370945,44.78850608,44.63991766,44.49132924,44.34274082,44.1941524,44.001627726,43.809103052,43.616578378,43.424053704,43.23152903,43.00053167,42.76953431,42.53853695,42.30753959,42.07654223,41.812453044,41.548363858,41.284274672,41.020185486,40.7560963,40.467496292,40.178896284,39.890296276,39.601696268,39.31309626,39.012618622,38.712140984,38.411663346,38.111185708,37.81070807,37.498734764,37.186761458,36.874788152,36.562814846,36.25084154,35.91204782,35.5732541,35.23446038,34.89566666,34.55687294
"IIASA-WiC POP","SSP1","ecu","Population","million",14.464739,14.639914438,14.815089876,14.990265314,15.165440752,15.34061619,15.490628034,15.640639878,15.790651722,15.940663566,16.09067541,16.217581932,16.344488454,16.471394976,16.598301498,16.72520802,16.825964646,16.926721272,17.027477898,17.128234524,17.22899115,17.309493174,17.389995198,17.470497222,17.550999246,17.63150127,17.688664554,17.745827838,17.802991122,17.860154406,17.91731769,17.950572588,17.983827486,18.017082384,18.050337282,18.08359218,18.09292648,18.10226078,18.11159508,18.12092938,18.13026368,18.119620778,18.108977876,18.098334974,18.087692072,18.07704917,18.047431362,18.017813554,17.988195746,17.958577938,17.92896013,17.88476295,17.84056577,17.79636859,17.75217141,17.70797423,17.649543074,17.591111918,17.532680762,17.474249606,17.41581845,17.343859496,17.271900542,17.199941588,17.127982634,17.05602368,16.97151537,16.88700706,16.80249875,16.71799044,16.63348213,16.529088768,16.424695406,16.320302044,16.215908682,16.11151532,15.987446186,15.863377052,15.739307918,15.615238784,15.49116965,15.351047804,15.210925958,15.070804112,14.930682266,14.79056042,14.633567286,14.476574152,14.319581018,14.162587884,14.00559475
"IIASA-WiC POP","SSP1","egy","Population","million",81.121077,82.411571324,83.702065648,84.992559972,86.283054296,87.57354862,88.735140054,89.896731488,91.058322922,92.219914356,93.38150579,94.373328984,95.365152178,96.356975372,97.348798566,98.34062176,99.166073008,99.991524256,100.816975504,101.642426752,102.467878,103.19314884,103.91841968,104.64369052,105.36896136,106.0942322,106.69925048,107.30426876,107.90928704,108.51430532,109.1193236,109.5786939,110.0380642,110.4974345,110.9568048,111.4161751,111.72107396,112.02597282,112.33087168,112.63577054,112.9406694,113.11328344,113.28589748,113.45851152,113.63112556,113.8037396,113.85345314,113.90316668,113.95288022,114.00259376,114.0523073,113.99419636,113.93608542,113.87797448,113.81986354,113.7617526,113.58607372,113.41039484,113.23471596,113.05903708,112.8833582,112.58273056,112.28210292,111.98147528,111.68084764,111.38022,110.96274188,110.54526376,110.12778564,109.71030752,109.2928294,108.77674052,108.26065164,107.74456276,107.22847388,106.712385,106.1232934,105.5342018,104.9451102,104.3560186,103.766927,103.12191958,102.47691216,101.83190474,101.18689732,100.5418899,99.806598964,99.071308028,98.336017092,97.600726156,96.86543522
"IIASA-WiC POP","SSP1","eri","Population","million",5.253676,5.403798079,5.553920158,5.704042237,5.854164316,6.004286395,6.1500291974,6.2957719998,6.4415148022,6.5872576046,6.733000407,6.8668255478,7.0006506886,7.1344758294,7.2683009702,7.402126111,7.5270975212,7.6520689314,7.7770403416,7.9020117518,8.026983162,8.150211233,8.273439304,8.396667375,8.519895446,8.643123517,8.7591273516,8.8751311862,8.9911350208,9.1071388554,9.22314269,9.3247774104,9.4264121308,9.5280468512,9.6296815716,9.731316292,9.8155119516,9.8997076112,9.9839032708,10.0680989304,10.15229459,10.219477854,10.286661118,10.353844382,10.421027646,10.48821091,10.54051918,10.59282745,10.64513572,10.69744399,10.74975226,10.787795508,10.825838756,10.863882004,10.901925252,10.9399685,10.963217236,10.986465972,11.009714708,11.032963444,11.05621218,11.063971786,11.071731392,11.079490998,11.087250604,11.09501021,11.088181336,11.081352462,11.074523588,11.067694714,11.06086584,11.041006338,11.021146836,11.001287334,10.981427832,10.96156833,10.930083658,10.898598986,10.867114314,10.835629642,10.80414497,10.761486156,10.718827342,10.676168528,10.633509714,10.5908509,10.537172234,10.483493568,10.429814902,10.376136236,10.32245757
"IIASA-WiC POP","SSP1","esp","Population","million",46.076989,46.434771314,46.792553628,47.150335942,47.508118256,47.86590057,48.0810788,48.29625703,48.51143526,48.72661349,48.94179172,49.123133114,49.304474508,49.485815902,49.667157296,49.84849869,50.019886778,50.191274866,50.362662954,50.534051042,50.70543913,50.893558532,51.081677934,51.269797336,51.457916738,51.64603614,51.848949138,52.051862136,52.254775134,52.457688132,52.66060113,52.847530548,53.034459966,53.221389384,53.408318802,53.59524822,53.738132092,53.881015964,54.023899836,54.166783708,54.30966758,54.399614176,54.489560772,54.579507368,54.669453964,54.75940056,54.805917768,54.852434976,54.898952184,54.945469392,54.9919866,54.97355485,54.9551231,54.93669135,54.9182596,54.89982785,54.80752639,54.71522493,54.62292347,54.53062201,54.43832055,54.286685356,54.135050162,53.983414968,53.831779774,53.68014458,53.477815052,53.275485524,53.073155996,52.870826468,52.66849694,52.406009752,52.143522564,51.881035376,51.618548188,51.356061,51.067507406,50.778953812,50.490400218,50.201846624,49.91329303,49.618493596,49.323694162,49.028894728,48.734095294,48.43929586,48.137554386,47.835812912,47.534071438,47.232329964,46.93058849
"IIASA-WiC POP","SSP1","est","Population","million",1.34114,1.340158085,1.33917617,1.338194255,1.33721234,1.336230425,1.334956946,1.333683467,1.332409988,1.331136509,1.32986303,1.3282476596,1.3266322892,1.3250169188,1.3234015484,1.321786178,1.3198779386,1.3179696992,1.3160614598,1.3141532204,1.312244981,1.3108104416,1.3093759022,1.3079413628,1.3065068234,1.305072284,1.3046125008,1.3041527176,1.3036929344,1.3032331512,1.302773368,1.3028994624,1.3030255568,1.3031516512,1.3032777456,1.30340384,1.303406686,1.303409532,1.303412378,1.303415224,1.30341807,1.3029174246,1.3024167792,1.3019161338,1.3014154884,1.300914843,1.3000172372,1.2991196314,1.2982220256,1.2973244198,1.296426814,1.295151696,1.293876578,1.29260146,1.291326342,1.290051224,1.2886657592,1.2872802944,1.2858948296,1.2845093648,1.2831239,1.281640717,1.280157534,1.278674351,1.277191168,1.275707985,1.2739022022,1.2720964194,1.2702906366,1.2684848538,1.266679071,1.2638652,1.261051329,1.258237458,1.255423587,1.252609716,1.2488488708,1.2450880256,1.2413271804,1.2375663352,1.23380549,1.2296814654,1.2255574408,1.2214334162,1.2173093916,1.213185367,1.2089996812,1.2048139954,1.2006283096,1.1964426238,1.192256938
"IIASA-WiC POP","SSP1","eth","Population","million",82.94953974,84.712179518,86.474819296,88.237459074,90.000098852,91.76273863,93.573102544,95.383466458,97.193830372,99.004194286,100.8145582,102.5491934,104.2838286,106.0184638,107.753099,109.4877342,111.01486518,112.54199616,114.06912714,115.59625812,117.1233891,118.48822244,119.85305578,121.21788912,122.58272246,123.9475558,125.14569,126.3438242,127.5419584,128.7400926,129.9382268,130.9759161,132.0136054,133.0512947,134.088984,135.1266733,136.00281194,136.87895058,137.75508922,138.63122786,139.5073665,140.21179716,140.91622782,141.62065848,142.32508914,143.0295198,143.5515849,144.07365,144.5957151,145.1177802,145.6398453,145.9937789,146.3477125,146.7016461,147.0555797,147.4095133,147.59686194,147.78421058,147.97155922,148.15890786,148.3462565,148.365092,148.3839275,148.402763,148.4215985,148.440434,148.29258098,148.14472796,147.99687494,147.84902192,147.7011689,147.38953174,147.07789458,146.76625742,146.45462026,146.1429831,145.67564032,145.20829754,144.74095476,144.27361198,143.8062692,143.20391186,142.60155452,141.99919718,141.39683984,140.7944825,140.07864218,139.36280186,138.64696154,137.93112122,137.2152809
