"iso","sector","C10H16","C2H2","C2H4","C2H4O","C2H5OH","C2H6","C2H6S","C3H6","C3H6O","C3H8","C5H8","C6H6","C7H8","C8H10","CH2O","CH3COCHO","CH3COOH","CH3OH","HCN","HCOOH","Higher-Alkanes","Higher-Alkenes","HOCH2CHO","MEK","Toluene-lump"
"aut","AGRI","0.0017075853838897","0.0120331723497013","0.0642867718289911","0.0542231567234495","0.00162817904184757","0.0401243123967977","6.5592883008911e-05","0.0304840907564966","0.019955421626591","0.0122739827968765","0.0163715735871714","0.0068928882739275","0.00838625383371387","0.00505564080227856","0.091728410408321","0.0326578192326422","0.244078683121803","0.143217317632675","0.0135578941108968","0.0431268028628457","0.0148304431676132","0.0147367621699423","0.0314942452619862","0.0386601899177532","0.0185433396087482"
"aze","AGRI","0.000451188873944257","0.0120230128182169","0.0638430755600274","0.0539437446940711","0.00154374968399661","0.0401433103563723","5.85584160353555e-05","0.0307695203462813","0.0194997724345163","0.0121279250902474","0.0163632310541193","0.00685772425423333","0.00825370163766645","0.00491498459845088","0.0900938070516646","0.0327179869060974","0.245368246006083","0.142478960353274","0.0133254782436505","0.0430915818756239","0.0146468026814183","0.0144539010184492","0.0307626876464292","0.0387735627155349","0.0182390455027406"
"bdi","AGRI","0.000357328019017516","0.00924928082927679","0.0466568742042305","0.0405395558612509","0.00115178586049849","0.029580914350938","4.3493059698404e-05","0.0228021055285599","0.0147182622196436","0.0085375446734231","0.0104896517559755","0.00543042476730428","0.00623823325482455","0.00347279120891929","0.0652117631457857","0.0243782426353713","0.178013842841358","0.102553799976327","0.0100245585176476","0.0304106333694007","0.0095355471882147","0.0104914734852469","0.0226157353380206","0.0266594625216937","0.0140981257164648"
"bel","AGRI","0.00078027976758116","0.0132990527487418","0.0642131909914071","0.0523822455848889","0.00160533118137044","0.0425011644555912","6.57190975196545e-05","0.0362994073435525","0.0181549211951724","0.0113118060330962","0.0134757823681834","0.00835121209784099","0.00789080621606468","0.00408878928234661","0.0837665869556996","0.037195045888561","0.253060956726875","0.133068767188475","0.0164413699580664","0.0376545017737596","0.0124701102724326","0.0136990140961124","0.0285996336278269","0.0337380625080335","0.0188461703162509"
"ben","AGRI","0.000254679940374044","0.0101445776709155","0.0527462463026827","0.0441122871185453","0.00128545201408419","0.0335822110392867","4.93709301266625e-05","0.0261881756974093","0.0157228502615091","0.00978580398757904","0.0125773724407896","0.00585308911614222","0.00671610547532297","0.00378973697631839","0.0726115610290129","0.0277236535807569","0.203984145019817","0.115016005904425","0.0113795514131095","0.033912890790845","0.0114041960439934","0.0117269156935242","0.0247910980982838","0.0304606250363672","0.0151746723677582"
"bfa","AGRI","0.000291048045804682","0.0104970888038418","0.0543891719677947","0.0454404418694813","0.00132720808554785","0.034688069867868","5.11488223659644e-05","0.0271782997868154","0.0161818987383731","0.0100718184838882","0.0129235284139787","0.00608508928568805","0.00691589324493063","0.00389518741251912","0.0747298785669162","0.0287220314187162","0.210499157909277","0.11837847273271","0.011840645879219","0.0348737188420209","0.011724693868076","0.0120736788214047","0.0255144503487099","0.031322463824566","0.0156614890830958"
"bgd","AGRI","0.000393559929763661","0.0119190096431912","0.0528047958069549","0.0559188093782004","0.00138615425242076","0.0328164687723385","4.9450284636678e-05","0.0248205403601049","0.0226962152319986","0.00932609402728779","0.0135592969864996","0.00734605818140774","0.00908690636026795","0.00637945381870018","0.0836786753550834","0.027272250082963","0.188128491290496","0.126409494197124","0.0115460821410034","0.0437097594811815","0.0101617222766305","0.0129500816375281","0.0312735000131796","0.0345152169460017","0.0197201379343064"
"bgr","AGRI","0.000495636528889735","0.0122387418761337","0.0660091874111491","0.0560206327052483","0.00159382314281145","0.0411690207192516","5.99806242225894e-05","0.0309064960403884","0.0203694806845827","0.0126565356510833","0.0171891041251072","0.00684564245143582","0.00859330514048935","0.00517256500365627","0.094089651090902","0.0331278771769146","0.252589167163875","0.148600891014232","0.0132718114536968","0.0451714613698083","0.0153859214752012","0.0150667068539997","0.0321402566494475","0.0406446285295087","0.0187970287134561"
"bhr","AGRI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"bhs","AGRI","0.000187510177121713","0.00934213437513031","0.048989431106116","0.0409947121328483","0.00119092038885337","0.0310805686968905","4.52972483988374e-05","0.0238932786906028","0.0145829716744114","0.00907705818066642","0.0111414122106247","0.00530835545884936","0.00623938476580889","0.00338926878330398","0.0673360983762441","0.02543614867378","0.18920835329519","0.106691367081527","0.0102923883025399","0.0310490424114394","0.0103338249346298","0.0108906290439851","0.0229909050891989","0.0278451222537374","0.0140702948591099"
"bih","AGRI","0.00163702129277977","0.0114451120418216","0.0604837291768184","0.0507686277752546","0.00159641912822159","0.0378492330448745","6.72626360496567e-05","0.0292237494959145","0.0189223046868991","0.0115220461335096","0.0153857212574825","0.00670440119717206","0.0079098697706615","0.00485008619683259","0.0865614772340858","0.0311791482769146","0.229123846716202","0.133761474158527","0.0133156263875689","0.0402335559108091","0.0139700118924897","0.0139356827600695","0.0298739810231399","0.0361289454671856","0.0176389856231778"
"blr","AGRI","0.00475078725536732","0.012027318617088","0.0639239878379425","0.0534618410861618","0.00179667657847001","0.0395940383246276","8.14973931713771e-05","0.0303403043691187","0.0203962426156763","0.0122419669956128","0.0159533906838218","0.00715434725708829","0.00845695288795592","0.0051890365666685","0.0926967797250355","0.0326814342932218","0.237325837247714","0.140731332517061","0.0144982162412355","0.0419493046036324","0.0147631676140981","0.0149630468164364","0.0322145323133283","0.037407917468049","0.0189266402157207"
"blz","AGRI","0.00038839019240579","0.0127524454626661","0.0510136685098603","0.0603816042026874","0.00140296942614337","0.0313206374997033","4.75092926148035e-05","0.0231863793195547","0.0252676502257241","0.00858981365523815","0.0121002255085535","0.00815606094816468","0.0100286930839863","0.00638275650510871","0.0853265215701954","0.0262484133687069","0.170938603953657","0.1261718492534","0.0113555191142835","0.0442723110018328","0.00868052418165886","0.0130406355975732","0.0331302280493384","0.0330571833888739","0.0219559015622094"
"bmu","AGRI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"bol","AGRI","0.000388777671896921","0.0117991990809579","0.0506152357676457","0.0556050821472016","0.00134651462999675","0.0313308326459988","4.70558894605598e-05","0.0235497721629587","0.0228495750059824","0.00877986960820709","0.0124240960963212","0.00736062143132531","0.00911686544019415","0.0061011183931788","0.0816109817513049","0.0261205391613994","0.176558427144984","0.122348992161244","0.0111379370708446","0.0423313541508557","0.00921489929861462","0.0125772904170929","0.0309149179920423","0.0326328632843132","0.0198179154466265"
"bra","AGRI","0.000559205681696431","0.0120512760840505","0.0536312151942298","0.0555373657475837","0.00140852431795451","0.0333990445792878","5.07462460393169e-05","0.0254231738428865","0.0222464129510138","0.00948829055814853","0.013223112327707","0.00750271773041636","0.00898597536595796","0.00584707602590683","0.0836521047969772","0.027872854828279","0.191330291125477","0.126697827341574","0.0119072671411474","0.0423845027723273","0.0103604054031715","0.013024848572316","0.0310144698010358","0.0338156591584313","0.0197443031484393"
"brb","AGRI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"brn","AGRI","0.000423193819441148","0.00850606737655148","0.0525463394139556","0.0510825101452016","0.00117111134891241","0.0291544581224177","4.49473438836273e-05","0.0332543623954102","0.0190213041080755","0.00772322353482339","0.017838471206074","0.0174796988767472","0.0137471585041603","0.00333366902244069","0.0609170008747156","0.0250952384039856","0.196834029525957","0.131679218057738","0.0404783001876905","0.0261652855777763","0.00801628459241158","0.0100891995905625","0.0224955734736542","0.0240609043082852","0.0336516655669694"
"btn","AGRI","0.00818188471417563","0.0111947313167375","0.0572855242738788","0.0457021629753053","0.00221146043094094","0.0348240661006872","0.000120976664390016","0.028331639222489","0.0205590300928172","0.0110274172358279","0.0118554322316444","0.00744901888872053","0.00801802073543551","0.00572898726546305","0.0889376515879688","0.0307125364942045","0.193285900292832","0.116817315728633","0.0160723243185889","0.031338995873663","0.0132822723881468","0.0146177712052964","0.0325882939610611","0.0259478150071816","0.0187435856555529"
"bwa","AGRI","0.000227042104183609","0.00924992725989937","0.0479180074427443","0.0403005910266707","0.00117115339797202","0.0305020590741549","4.47151404948423e-05","0.0236226941061403","0.0143565232181484","0.0087947522202403","0.0105394333264475","0.00530520227820711","0.00614183601276186","0.00329149130635918","0.0656607544476668","0.0251027157034617","0.184966576980364","0.103893734528215","0.0102365598541225","0.0301000886564614","0.00981108771037191","0.0106272886929883","0.0224996875145414","0.0268145860869647","0.0139160810335395"
"caf","AGRI","0.000199629173297481","0.00948776398860143","0.0487215662755115","0.0429730602967027","0.00119538477995587","0.0306549713863193","4.46435070927492e-05","0.0233625691916983","0.0159425785336357","0.00903380731214528","0.0119031665283877","0.00542828431806514","0.00666458231821824","0.00409318441838221","0.0697108023047415","0.0250325431984744","0.185149107479012","0.109240063524011","0.0101584946345597","0.0336632258780402","0.0103806580371507","0.0111271594215534","0.0243001874428284","0.0292397256962853","0.0146850254876986"
"can","AGRI","0.000776818623798244","0.0122405664822397","0.0662392263309453","0.0560292784275728","0.00162267668235875","0.0415243972599534","6.22152155002103e-05","0.0311494266342294","0.020627967214563","0.0127538788395483","0.0171114498527969","0.00712687909866935","0.00874555414379394","0.00527177338235224","0.0945442047575001","0.0332384747312694","0.252285859660381","0.148781022326802","0.0138132615906737","0.0448853188248689","0.0154549367836804","0.0151786098435722","0.0324377957913772","0.0400923885448136","0.0192739275177016"
"che","AGRI","0.00195726958449965","0.0120238951471409","0.0627295226609104","0.0523696648797027","0.00165987338369664","0.039539459897686","7.05654803552923e-05","0.0309714140193314","0.0193958749245362","0.0118116590799751","0.0152882437945996","0.0071201425912476","0.00814166744463263","0.00486619651892242","0.0887055340155798","0.0328728685187835","0.238277190353395","0.137066679006173","0.0141480057279551","0.0406034603408088","0.0140649445235981","0.0143246267579922","0.0306145730670661","0.0362962200210852","0.0183538424061471"
"chl","AGRI","0.00257195349120354","0.0114576077739984","0.0594802066217997","0.0491880841667448","0.00169879623652134","0.037284986888154","7.60897014881044e-05","0.0294312045433763","0.0188903125694591","0.0112182751919805","0.0139449701848536","0.00691974256097183","0.00782151718696723","0.00480595066148096","0.0854240908648016","0.0313469877562071","0.221472956758687","0.127985788319658","0.0139466410864782","0.0371492925103964","0.0133122048499974","0.013854633135736","0.0298404615861529","0.0328459790393161","0.0177896042526853"
"chn","AGRI","0.00172368383801348","0.0118895624607258","0.0633440392877967","0.0537562063261248","0.00163391784272356","0.0397442621753619","6.68151873006948e-05","0.0300391676792943","0.0201736941527841","0.0121596349734164","0.0160693146905532","0.00717330022463963","0.00850537986118587","0.00514299845596466","0.0911095262779891","0.0320992672529948","0.238765837730988","0.141421915969643","0.0137994068810523","0.0426859293342215","0.0146067729628032","0.0146517265158666","0.0315306634696853","0.0379571849809791","0.0189689276207889"
"civ","AGRI","0.000241629428676384","0.0101275971512988","0.0525734098023852","0.0449996097295319","0.00128214901216397","0.0332167608189384","4.84950292110777e-05","0.025539746316468","0.0163186912908148","0.00981047158320188","0.0128607892509814","0.00581666877116465","0.00690614693661719","0.00401930710895851","0.073820259872685","0.0272138708414059","0.201618982116821","0.116449660305271","0.0110918030404451","0.035017397324255","0.0115086227879602","0.0118551024143901","0.0253979374779318","0.0311307624907221","0.0154075862760418"
"cmr","AGRI","0.000291985142274504","0.0105115147910708","0.0530638566444404","0.0457939224512538","0.00131012044796761","0.0338185953189297","5.00882138584953e-05","0.0264794943185449","0.0166284552079651","0.00970458308261142","0.0123918739036096","0.00616056900412613","0.00704093282398301","0.00403517545005537","0.0739382214033712","0.0280928324256726","0.20341651380378","0.116332361048074","0.0116428075652962","0.0348058087047127","0.0110529867448013","0.011891568081123","0.0256076205723262","0.030589983470904","0.0159042409666874"
"cod","AGRI","0.000203522922360495","0.00956933389416778","0.0486107100565615","0.0439462810330171","0.00119813332511216","0.0304454577763913","4.42727032948293e-05","0.0230493688843013","0.0165693774057192","0.00901749225611894","0.0121304561854624","0.00549428714760476","0.00686953687629776","0.00432011594848272","0.0707734239424914","0.0248046607131445","0.183232294739225","0.110384859065093","0.0100648675664368","0.034658971908784","0.0104036699376995","0.0112377975529817","0.0248930941274468","0.0297512385433338","0.0150158007248493"
"cog","AGRI","0.000202647185744891","0.00968439459210368","0.0505270285025198","0.0440084328835394","0.00123026491509202","0.0316831457004656","4.58702102988347e-05","0.0239992534040638","0.0161934948746364","0.00949690536707297","0.0127803075741847","0.00550338496169948","0.00679683844747019","0.00411041261812251","0.0722375819658018","0.0257292359174629","0.192432674222149","0.113588866601242","0.0103836871631163","0.034836493896772","0.0112459024837718","0.0115411430978873","0.0249880328519167","0.0307256939078888","0.0149517163068142"
"cok","AGRI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"col","AGRI","0.000388236561302108","0.0110658605536296","0.0509480221284147","0.0494272043331026","0.00131056129541333","0.0322369024933021","4.84693364204162e-05","0.0250836496941747","0.0191143437917402","0.00898876492033712","0.0117103835587942","0.00678049137553923","0.00785510493563668","0.00480578564098722","0.0754519186720482","0.0270533876289088","0.18755700224776","0.11589133750101","0.0114765018137998","0.0369827123104606","0.00967316112784052","0.011909506048971","0.0273948845184549","0.0302975236079626","0.0175471668744607"
"com","AGRI","0.00025813146487077","0.0103517563023433","0.0531145802850524","0.0442300156504449","0.00130117157073501","0.0340484330094167","5.05855966800437e-05","0.0269792503066901","0.0156990116602301","0.00977174127056433","0.0124437517088393","0.00606094126229944","0.00672334021554079","0.00375351423243866","0.072489585991194","0.0284057586861891","0.206045747158582","0.114856930811771","0.0118100704149891","0.0336906579289421","0.0113119159914199","0.0117294523942009","0.0247504418956211","0.0302525544293834","0.0153375936588068"
"cpv","AGRI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cri","AGRI","0.000625090011464677","0.0127215736950584","0.0598062594484975","0.0564633770863877","0.00151656752315161","0.037546076415541","5.59425662394681e-05","0.028892465427828","0.0213938785088787","0.0109243412839027","0.014999100416153","0.00789873570432593","0.00888630345388199","0.00527146551248055","0.0882682608383064","0.0312294442612073","0.221043543026574","0.136756410076909","0.0132499951398508","0.0430521761885405","0.0127517235543291","0.013973627444762","0.0314733726847319","0.0366721244358373","0.019977230623993"
"cub","AGRI","0.000585200365768913","0.0128293672655528","0.0628980041817168","0.0570290314667553","0.00156628310583203","0.0394662979474791","5.81496888741412e-05","0.0302038196522338","0.0211989526981738","0.011674819367698","0.0158159561987921","0.00777301750287359","0.00887994208947416","0.00519566455709287","0.0911996491141779","0.0325237018456092","0.23576318446954","0.142470228419836","0.0135818737599419","0.0439820628052389","0.0138137842180187","0.0145190065678691","0.0319858653594697","0.0383185198111477","0.0199098666043247"
"cuw","AGRI","0.00100635615255371","0.0120401960237316","0.0578747538264937","0.0470429154488849","0.00145584289004292","0.0383992324569936","5.9996629412311e-05","0.0328713609503923","0.0162374373692355","0.0101115057678807","0.0117070846813933","0.00758685669453669","0.00708040110613406","0.00356639703716671","0.0748760725188379","0.0336904172220567","0.228131934269242","0.118902463597171","0.0149653183618199","0.0332164481074865","0.0109383038159047","0.01228123657267","0.0255738177279387","0.0297252163797723","0.0170371364858735"
"cym","AGRI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cyp","AGRI","0.000226890896923888","0.010635512150369","0.0567258061417546","0.047954113417604","0.00136732745879103","0.0356103072264094","5.14206008893143e-05","0.0270477446859589","0.0173208121150643","0.0107781469863159","0.0145381643716057","0.0059988629286212","0.00733480746694406","0.00435980496627069","0.0800445206867256","0.0288746443148861","0.217901982075908","0.126651707273631","0.0116254865640174","0.0382806821684484","0.0130033072097239","0.0128425528912885","0.0273242661856942","0.034444841214417","0.0161879882474019"
"cze","AGRI","0.00388217246585294","0.012200796443615","0.0652142560296255","0.0548021220036204","0.00173471238277606","0.0404623684520856","7.40427588970137e-05","0.0307336275064732","0.020539691371845","0.0124877986021418","0.0164432363589973","0.00710210654404229","0.00857601119826519","0.00520349489407301","0.0939200291264562","0.0330943769548141","0.244099476387273","0.144583501121534","0.0141820519458367","0.0432995309127808","0.0150712637286396","0.0151205920495992","0.0324277075454749","0.038655352823624","0.0190483451808506"
"deu","AGRI","0.00270335226339168","0.0122038639525682","0.0650752691114109","0.0547737851692699","0.00167790384438617","0.0405741682885457","6.92097122910906e-05","0.030888610446188","0.0202505476340216","0.0124124316592253","0.0164288016532274","0.00704911150375793","0.00850082054881784","0.00509724009951886","0.0929340655637807","0.0331328089642448","0.245942101456839","0.144484222173933","0.0139525212702725","0.043364217141861","0.0149412345237665","0.0149497847209992","0.0319615780319871","0.0388319891112443","0.0188664324857199"
"dji","AGRI","0.000183308128003536","0.00989863956961942","0.0535259787156685","0.0454604169805257","0.00128315695543094","0.0333620832491352","4.76601133403256e-05","0.0249299054401642","0.0164977315599224","0.0102652553899811","0.0139314180292601","0.00549924440248465","0.00696570926809644","0.00417942549749127","0.0762561839108682","0.0267629883439687","0.204938503131782","0.120616760020435","0.010631872604408","0.0366616286739873","0.0124649522131493","0.0122083217979088","0.0260297539151149","0.0329954621059792","0.01521457593519"
"dma","AGRI","0.00022611487779143","0.0111428851202997","0.0590534855303973","0.0497741639222038","0.00142756972592312","0.0372086056095429","5.39489503271735e-05","0.0284213709043613","0.0179114269820777","0.0111463675070181","0.0148160397324636","0.00631059151278281","0.00760339184173126","0.004450899864857","0.0827587004243028","0.0302944110904296","0.227251803627055","0.130986479365972","0.01223423854176","0.0393126050141207","0.0133135933081401","0.0133026017959555","0.0282520957516466","0.035355000807034","0.0168884905462072"
"dnk","AGRI","0.000258909320818837","0.0122672606287342","0.0661445967966995","0.0561297354856626","0.0015873493326811","0.0412853346428906","5.91236812190866e-05","0.0309718139999851","0.0203525384404963","0.0126639610602373","0.0171550742125802","0.00684280946697793","0.00859780720802346","0.00514719222442968","0.0940705430558939","0.0332002212592688","0.253411229026988","0.148803327464533","0.0132392838959052","0.0451779665174203","0.0153552909334387","0.0150661497947828","0.0321109099362587","0.040657574779894","0.0188156988927366"
"dom","AGRI","0.000538078169976919","0.0124277066891305","0.060659417679995","0.0544997318628527","0.00151566743401715","0.0384220327826882","5.7247319928689e-05","0.0300475430332721","0.0201923182375632","0.0111230945459966","0.014908989307189","0.00752483853536011","0.0084703222117472","0.00496234384825715","0.0869054104900663","0.0320428278332194","0.228856393623206","0.135807188439826","0.0135201880817957","0.0417507614707071","0.0129728153694078","0.0138668835868136","0.0304787535909307","0.0362685989804163","0.0190845079466614"
"dza","AGRI","0.00206645095481854","0.0118591474355995","0.0586617995126424","0.0477848451326411","0.00166466614068335","0.0377867673024939","7.51881560045728e-05","0.0315885376130876","0.0179317044927221","0.0106930514336333","0.0128587452750565","0.00750163340539197","0.0075170609369897","0.00446201049636105","0.0811730477942233","0.0329309480912309","0.221594047527281","0.122304116991388","0.0151147452240738","0.0346611631456617","0.0123555183655452","0.0132530166115407","0.0283089068999533","0.0305270655348016","0.0176785219415176"
"ecu","AGRI","0.000381708719460023","0.0116724590187683","0.0608593625816458","0.0517816230772043","0.00148016429565867","0.0384478327474689","5.62493414199183e-05","0.0297358503498631","0.0187383708456033","0.0114319382373594","0.0153072851238999","0.00674191129874828","0.00793343895486319","0.0046864095801377","0.0855697113088764","0.0315723738868324","0.233709822806453","0.135150955114266","0.0129643729838828","0.04082854009335","0.0136363088354602","0.013734402742841","0.0293403070853863","0.0365027123754165","0.0176680387442881"
"egy","AGRI","0.00024620288831459","0.0123134255829892","0.0665742949365074","0.0565437267495129","0.00159599078042864","0.0414964058985369","5.92931743082247e-05","0.0310210602432291","0.020521194419164","0.0127687263118529","0.0173366280089187","0.00684467216878259","0.00866411343166451","0.00520067251875665","0.0948538900781223","0.0332953986350432","0.254899056093491","0.150032347290354","0.0132348729546774","0.0456110317286965","0.0155092511848936","0.0151851938788052","0.0323779779553491","0.0410505901952541","0.0189236970811117"
"eri","AGRI","0.00036950421719583","0.0115535550895997","0.0603447805741415","0.0506422064013552","0.00146669094671637","0.0382954018498186","5.62253734223575e-05","0.029846288757556","0.0181439316479246","0.0112918160899001","0.0148419263392374","0.00668105356536203","0.00772339709607645","0.00446256494656746","0.0838166894769536","0.0315727108729472","0.232960718454785","0.132704235076596","0.0130020413055082","0.0395722569259645","0.0133721387374535","0.0135002359350392","0.0286146630226316","0.0355742478767829","0.0173245256597163"
"esh","AGRI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"esp","AGRI","0.000472158401353359","0.0114185275215382","0.0598001459354062","0.0500171680570172","0.00150701859401444","0.0377938889327345","5.93088939562704e-05","0.0293503324375016","0.0182546593989129","0.0112156306149216","0.0142866943037418","0.0066005700375703","0.00771213950848798","0.00451754946875193","0.0838382324145461","0.0311557476005412","0.229088836189521","0.130714285151188","0.0129068799501759","0.0384509194819323","0.0132204156232891","0.0135289423989248","0.0288021623730219","0.0343290436904663","0.0173171506997091"
"est","AGRI","0.00119425676559185","0.0117703253361152","0.0629211175594464","0.0531660115517746","0.00159411257626101","0.0393015470044359","6.441288314731e-05","0.0299251594153721","0.0195957822302239","0.0120477196664438","0.0162667141684969","0.00672845934884548","0.00821914382856001","0.00501736471524506","0.090052773992138","0.0319631433209933","0.239950779542974","0.140703283495362","0.0132009802181651","0.0426291520954094","0.0146609094309531","0.0144511666907945","0.0309308708558222","0.0383329350440169","0.0181142178004253"
"eth","AGRI","0.000235300602868904","0.00988269236847666","0.0491021920794565","0.0445676927224124","0.0012220052488615","0.0309663614346209","4.55021328007182e-05","0.023737189043913","0.0167477669243497","0.00895420580717493","0.0115670220799497","0.00576601950042588","0.00696644521553665","0.00420915599886916","0.0707921404157575","0.0254817301516789","0.18510152379104","0.110275399365984","0.0104595396498124","0.0341639724817837","0.0100218059312415","0.0112712691575771","0.0250001463008035","0.0291300571838598","0.0154315325019468"
"fin","AGRI","0.00324073861559361","0.0116579707856591","0.0618103696108766","0.0513164442918259","0.00179981165438366","0.0380182728525601","8.05713796367218e-05","0.0291389572481657","0.0199401492460077","0.0118253724672131","0.0149724082275151","0.00706987931558808","0.00823343304317723","0.0050109776466709","0.0901652737148228","0.0316582180966466","0.224312267817596","0.134509523770208","0.0144971941397346","0.0395458667924154","0.0141234345692723","0.0146081546468572","0.0314995235822334","0.0350005400731713","0.0186026947471021"
"fji","AGRI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"flk","AGRI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
