"em","sector","year","seasonality_file"
"NH3","FRTB",2033,"FRTB_NH3_seasonality"
"NH3","FRTB",2034,"FRTB_NH3_seasonality"
"NH3","FRTB",2035,"FRTB_NH3_seasonality"
"NH3","FRTB",2036,"FRTB_NH3_seasonality"
"NH3","FRTB",2037,"FRTB_NH3_seasonality"
"NH3","FRTB",2038,"FRTB_NH3_seasonality"
"NH3","FRTB",2039,"FRTB_NH3_seasonality"
"NH3","FRTB",2040,"FRTB_NH3_seasonality"
"NH3","FRTB",2041,"FRTB_NH3_seasonality"
"NH3","FRTB",2042,"FRTB_NH3_seasonality"
"NH3","FRTB",2043,"FRTB_NH3_seasonality"
"NH3","FRTB",2044,"FRTB_NH3_seasonality"
"NH3","FRTB",2045,"FRTB_NH3_seasonality"
"NH3","FRTB",2046,"FRTB_NH3_seasonality"
"NH3","FRTB",2047,"FRTB_NH3_seasonality"
"NH3","FRTB",2048,"FRTB_NH3_seasonality"
"NH3","FRTB",2049,"FRTB_NH3_seasonality"
"NH3","FRTB",2050,"FRTB_NH3_seasonality"
"NH3","FRTB",2051,"FRTB_NH3_seasonality"
"NH3","FRTB",2052,"FRTB_NH3_seasonality"
"NH3","FRTB",2053,"FRTB_NH3_seasonality"
"NH3","FRTB",2054,"FRTB_NH3_seasonality"
"NH3","FRTB",2055,"FRTB_NH3_seasonality"
"NH3","FRTB",2056,"FRTB_NH3_seasonality"
"NH3","FRTB",2057,"FRTB_NH3_seasonality"
"NH3","FRTB",2058,"FRTB_NH3_seasonality"
"NH3","FRTB",2059,"FRTB_NH3_seasonality"
"NH3","FRTB",2060,"FRTB_NH3_seasonality"
"NH3","FRTB",2061,"FRTB_NH3_seasonality"
"NH3","FRTB",2062,"FRTB_NH3_seasonality"
"NH3","FRTB",2063,"FRTB_NH3_seasonality"
"NH3","FRTB",2064,"FRTB_NH3_seasonality"
"NH3","FRTB",2065,"FRTB_NH3_seasonality"
"NH3","FRTB",2066,"FRTB_NH3_seasonality"
"NH3","FRTB",2067,"FRTB_NH3_seasonality"
"NH3","FRTB",2068,"FRTB_NH3_seasonality"
"NH3","FRTB",2069,"FRTB_NH3_seasonality"
"NH3","FRTB",2070,"FRTB_NH3_seasonality"
"NH3","FRTB",2071,"FRTB_NH3_seasonality"
"NH3","FRTB",2072,"FRTB_NH3_seasonality"
"NH3","FRTB",2073,"FRTB_NH3_seasonality"
"NH3","FRTB",2074,"FRTB_NH3_seasonality"
"NH3","FRTB",2075,"FRTB_NH3_seasonality"
"NH3","FRTB",2076,"FRTB_NH3_seasonality"
"NH3","FRTB",2077,"FRTB_NH3_seasonality"
"NH3","FRTB",2078,"FRTB_NH3_seasonality"
"NH3","FRTB",2079,"FRTB_NH3_seasonality"
"NH3","FRTB",2080,"FRTB_NH3_seasonality"
"NH3","FRTB",2081,"FRTB_NH3_seasonality"
"NH3","FRTB",2082,"FRTB_NH3_seasonality"
"NH3","FRTB",2083,"FRTB_NH3_seasonality"
"NH3","FRTB",2084,"FRTB_NH3_seasonality"
"NH3","FRTB",2085,"FRTB_NH3_seasonality"
"NH3","FRTB",2086,"FRTB_NH3_seasonality"
"NH3","FRTB",2087,"FRTB_NH3_seasonality"
"NH3","FRTB",2088,"FRTB_NH3_seasonality"
"NH3","FRTB",2089,"FRTB_NH3_seasonality"
"NH3","FRTB",2090,"FRTB_NH3_seasonality"
"NH3","FRTB",2091,"FRTB_NH3_seasonality"
"NH3","FRTB",2092,"FRTB_NH3_seasonality"
"NH3","FRTB",2093,"FRTB_NH3_seasonality"
"NH3","FRTB",2094,"FRTB_NH3_seasonality"
"NH3","FRTB",2095,"FRTB_NH3_seasonality"
"NH3","FRTB",2096,"FRTB_NH3_seasonality"
"NH3","FRTB",2097,"FRTB_NH3_seasonality"
"NH3","FRTB",2098,"FRTB_NH3_seasonality"
"NH3","FRTB",2099,"FRTB_NH3_seasonality"
"NH3","FRTB",2100,"FRTB_NH3_seasonality"
"NH3","GRSB",2015,"GRSB_NH3_seasonality"
"NH3","GRSB",2016,"GRSB_NH3_seasonality"
"NH3","GRSB",2017,"GRSB_NH3_seasonality"
"NH3","GRSB",2018,"GRSB_NH3_seasonality"
"NH3","GRSB",2019,"GRSB_NH3_seasonality"
"NH3","GRSB",2020,"GRSB_NH3_seasonality"
"NH3","GRSB",2021,"GRSB_NH3_seasonality"
"NH3","GRSB",2022,"GRSB_NH3_seasonality"
"NH3","GRSB",2023,"GRSB_NH3_seasonality"
"NH3","GRSB",2024,"GRSB_NH3_seasonality"
"NH3","GRSB",2025,"GRSB_NH3_seasonality"
"NH3","GRSB",2026,"GRSB_NH3_seasonality"
"NH3","GRSB",2027,"GRSB_NH3_seasonality"
"NH3","GRSB",2028,"GRSB_NH3_seasonality"
"NH3","GRSB",2029,"GRSB_NH3_seasonality"
"NH3","GRSB",2030,"GRSB_NH3_seasonality"
"NH3","GRSB",2031,"GRSB_NH3_seasonality"
"NH3","GRSB",2032,"GRSB_NH3_seasonality"
"NH3","GRSB",2033,"GRSB_NH3_seasonality"
"NH3","GRSB",2034,"GRSB_NH3_seasonality"
"NH3","GRSB",2035,"GRSB_NH3_seasonality"
"NH3","GRSB",2036,"GRSB_NH3_seasonality"
"NH3","GRSB",2037,"GRSB_NH3_seasonality"
"NH3","GRSB",2038,"GRSB_NH3_seasonality"
"NH3","GRSB",2039,"GRSB_NH3_seasonality"
"NH3","GRSB",2040,"GRSB_NH3_seasonality"
"NH3","GRSB",2041,"GRSB_NH3_seasonality"
"NH3","GRSB",2042,"GRSB_NH3_seasonality"
"NH3","GRSB",2043,"GRSB_NH3_seasonality"
"NH3","GRSB",2044,"GRSB_NH3_seasonality"
"NH3","GRSB",2045,"GRSB_NH3_seasonality"
"NH3","GRSB",2046,"GRSB_NH3_seasonality"
"NH3","GRSB",2047,"GRSB_NH3_seasonality"
"NH3","GRSB",2048,"GRSB_NH3_seasonality"
"NH3","GRSB",2049,"GRSB_NH3_seasonality"
"NH3","GRSB",2050,"GRSB_NH3_seasonality"
"NH3","GRSB",2051,"GRSB_NH3_seasonality"
"NH3","GRSB",2052,"GRSB_NH3_seasonality"
"NH3","GRSB",2053,"GRSB_NH3_seasonality"
"NH3","GRSB",2054,"GRSB_NH3_seasonality"
"NH3","GRSB",2055,"GRSB_NH3_seasonality"
"NH3","GRSB",2056,"GRSB_NH3_seasonality"
"NH3","GRSB",2057,"GRSB_NH3_seasonality"
"NH3","GRSB",2058,"GRSB_NH3_seasonality"
"NH3","GRSB",2059,"GRSB_NH3_seasonality"
"NH3","GRSB",2060,"GRSB_NH3_seasonality"
"NH3","GRSB",2061,"GRSB_NH3_seasonality"
"NH3","GRSB",2062,"GRSB_NH3_seasonality"
"NH3","GRSB",2063,"GRSB_NH3_seasonality"
"NH3","GRSB",2064,"GRSB_NH3_seasonality"
"NH3","GRSB",2065,"GRSB_NH3_seasonality"
"NH3","GRSB",2066,"GRSB_NH3_seasonality"
"NH3","GRSB",2067,"GRSB_NH3_seasonality"
"NH3","GRSB",2068,"GRSB_NH3_seasonality"
"NH3","GRSB",2069,"GRSB_NH3_seasonality"
"NH3","GRSB",2070,"GRSB_NH3_seasonality"
"NH3","GRSB",2071,"GRSB_NH3_seasonality"
"NH3","GRSB",2072,"GRSB_NH3_seasonality"
"NH3","GRSB",2073,"GRSB_NH3_seasonality"
"NH3","GRSB",2074,"GRSB_NH3_seasonality"
"NH3","GRSB",2075,"GRSB_NH3_seasonality"
"NH3","GRSB",2076,"GRSB_NH3_seasonality"
"NH3","GRSB",2077,"GRSB_NH3_seasonality"
"NH3","GRSB",2078,"GRSB_NH3_seasonality"
"NH3","GRSB",2079,"GRSB_NH3_seasonality"
"NH3","GRSB",2080,"GRSB_NH3_seasonality"
"NH3","GRSB",2081,"GRSB_NH3_seasonality"
"NH3","GRSB",2082,"GRSB_NH3_seasonality"
"NH3","GRSB",2083,"GRSB_NH3_seasonality"
"NH3","GRSB",2084,"GRSB_NH3_seasonality"
"NH3","GRSB",2085,"GRSB_NH3_seasonality"
"NH3","GRSB",2086,"GRSB_NH3_seasonality"
"NH3","GRSB",2087,"GRSB_NH3_seasonality"
"NH3","GRSB",2088,"GRSB_NH3_seasonality"
"NH3","GRSB",2089,"GRSB_NH3_seasonality"
"NH3","GRSB",2090,"GRSB_NH3_seasonality"
"NH3","GRSB",2091,"GRSB_NH3_seasonality"
"NH3","GRSB",2092,"GRSB_NH3_seasonality"
"NH3","GRSB",2093,"GRSB_NH3_seasonality"
"NH3","GRSB",2094,"GRSB_NH3_seasonality"
"NH3","GRSB",2095,"GRSB_NH3_seasonality"
"NH3","GRSB",2096,"GRSB_NH3_seasonality"
"NH3","GRSB",2097,"GRSB_NH3_seasonality"
"NH3","GRSB",2098,"GRSB_NH3_seasonality"
"NH3","GRSB",2099,"GRSB_NH3_seasonality"
"NH3","GRSB",2100,"GRSB_NH3_seasonality"
"NH3","PEAT",2015,"PEAT_NH3_seasonality"
"NH3","PEAT",2016,"PEAT_NH3_seasonality"
"NH3","PEAT",2017,"PEAT_NH3_seasonality"
"NH3","PEAT",2018,"PEAT_NH3_seasonality"
"NH3","PEAT",2019,"PEAT_NH3_seasonality"
"NH3","PEAT",2020,"PEAT_NH3_seasonality"
"NH3","PEAT",2021,"PEAT_NH3_seasonality"
"NH3","PEAT",2022,"PEAT_NH3_seasonality"
"NH3","PEAT",2023,"PEAT_NH3_seasonality"
"NH3","PEAT",2024,"PEAT_NH3_seasonality"
"NH3","PEAT",2025,"PEAT_NH3_seasonality"
"NH3","PEAT",2026,"PEAT_NH3_seasonality"
"NH3","PEAT",2027,"PEAT_NH3_seasonality"
"NH3","PEAT",2028,"PEAT_NH3_seasonality"
"NH3","PEAT",2029,"PEAT_NH3_seasonality"
"NH3","PEAT",2030,"PEAT_NH3_seasonality"
"NH3","PEAT",2031,"PEAT_NH3_seasonality"
"NH3","PEAT",2032,"PEAT_NH3_seasonality"
"NH3","PEAT",2033,"PEAT_NH3_seasonality"
"NH3","PEAT",2034,"PEAT_NH3_seasonality"
"NH3","PEAT",2035,"PEAT_NH3_seasonality"
"NH3","PEAT",2036,"PEAT_NH3_seasonality"
"NH3","PEAT",2037,"PEAT_NH3_seasonality"
"NH3","PEAT",2038,"PEAT_NH3_seasonality"
"NH3","PEAT",2039,"PEAT_NH3_seasonality"
"NH3","PEAT",2040,"PEAT_NH3_seasonality"
"NH3","PEAT",2041,"PEAT_NH3_seasonality"
"NH3","PEAT",2042,"PEAT_NH3_seasonality"
"NH3","PEAT",2043,"PEAT_NH3_seasonality"
"NH3","PEAT",2044,"PEAT_NH3_seasonality"
"NH3","PEAT",2045,"PEAT_NH3_seasonality"
"NH3","PEAT",2046,"PEAT_NH3_seasonality"
"NH3","PEAT",2047,"PEAT_NH3_seasonality"
"NH3","PEAT",2048,"PEAT_NH3_seasonality"
"NH3","PEAT",2049,"PEAT_NH3_seasonality"
"NH3","PEAT",2050,"PEAT_NH3_seasonality"
"NH3","PEAT",2051,"PEAT_NH3_seasonality"
"NH3","PEAT",2052,"PEAT_NH3_seasonality"
"NH3","PEAT",2053,"PEAT_NH3_seasonality"
"NH3","PEAT",2054,"PEAT_NH3_seasonality"
"NH3","PEAT",2055,"PEAT_NH3_seasonality"
"NH3","PEAT",2056,"PEAT_NH3_seasonality"
"NH3","PEAT",2057,"PEAT_NH3_seasonality"
"NH3","PEAT",2058,"PEAT_NH3_seasonality"
"NH3","PEAT",2059,"PEAT_NH3_seasonality"
"NH3","PEAT",2060,"PEAT_NH3_seasonality"
"NH3","PEAT",2061,"PEAT_NH3_seasonality"
"NH3","PEAT",2062,"PEAT_NH3_seasonality"
"NH3","PEAT",2063,"PEAT_NH3_seasonality"
"NH3","PEAT",2064,"PEAT_NH3_seasonality"
"NH3","PEAT",2065,"PEAT_NH3_seasonality"
"NH3","PEAT",2066,"PEAT_NH3_seasonality"
"NH3","PEAT",2067,"PEAT_NH3_seasonality"
"NH3","PEAT",2068,"PEAT_NH3_seasonality"
"NH3","PEAT",2069,"PEAT_NH3_seasonality"
"NH3","PEAT",2070,"PEAT_NH3_seasonality"
"NH3","PEAT",2071,"PEAT_NH3_seasonality"
"NH3","PEAT",2072,"PEAT_NH3_seasonality"
"NH3","PEAT",2073,"PEAT_NH3_seasonality"
"NH3","PEAT",2074,"PEAT_NH3_seasonality"
"NH3","PEAT",2075,"PEAT_NH3_seasonality"
"NH3","PEAT",2076,"PEAT_NH3_seasonality"
"NH3","PEAT",2077,"PEAT_NH3_seasonality"
"NH3","PEAT",2078,"PEAT_NH3_seasonality"
"NH3","PEAT",2079,"PEAT_NH3_seasonality"
"NH3","PEAT",2080,"PEAT_NH3_seasonality"
"NH3","PEAT",2081,"PEAT_NH3_seasonality"
"NH3","PEAT",2082,"PEAT_NH3_seasonality"
"NH3","PEAT",2083,"PEAT_NH3_seasonality"
"NH3","PEAT",2084,"PEAT_NH3_seasonality"
"NH3","PEAT",2085,"PEAT_NH3_seasonality"
"NH3","PEAT",2086,"PEAT_NH3_seasonality"
"NH3","PEAT",2087,"PEAT_NH3_seasonality"
"NH3","PEAT",2088,"PEAT_NH3_seasonality"
"NH3","PEAT",2089,"PEAT_NH3_seasonality"
"NH3","PEAT",2090,"PEAT_NH3_seasonality"
"NH3","PEAT",2091,"PEAT_NH3_seasonality"
"NH3","PEAT",2092,"PEAT_NH3_seasonality"
"NH3","PEAT",2093,"PEAT_NH3_seasonality"
"NH3","PEAT",2094,"PEAT_NH3_seasonality"
"NH3","PEAT",2095,"PEAT_NH3_seasonality"
"NH3","PEAT",2096,"PEAT_NH3_seasonality"
"NH3","PEAT",2097,"PEAT_NH3_seasonality"
"NH3","PEAT",2098,"PEAT_NH3_seasonality"
"NH3","PEAT",2099,"PEAT_NH3_seasonality"
"NH3","PEAT",2100,"PEAT_NH3_seasonality"
"NMVOC","AWB",2015,"AWB_VOC_seasonality"
"NMVOC","AWB",2016,"AWB_VOC_seasonality"
"NMVOC","AWB",2017,"AWB_VOC_seasonality"
"NMVOC","AWB",2018,"AWB_VOC_seasonality"
"NMVOC","AWB",2019,"AWB_VOC_seasonality"
"NMVOC","AWB",2020,"AWB_VOC_seasonality"
"NMVOC","AWB",2021,"AWB_VOC_seasonality"
"NMVOC","AWB",2022,"AWB_VOC_seasonality"
"NMVOC","AWB",2023,"AWB_VOC_seasonality"
"NMVOC","AWB",2024,"AWB_VOC_seasonality"
"NMVOC","AWB",2025,"AWB_VOC_seasonality"
"NMVOC","AWB",2026,"AWB_VOC_seasonality"
"NMVOC","AWB",2027,"AWB_VOC_seasonality"
"NMVOC","AWB",2028,"AWB_VOC_seasonality"
"NMVOC","AWB",2029,"AWB_VOC_seasonality"
"NMVOC","AWB",2030,"AWB_VOC_seasonality"
"NMVOC","AWB",2031,"AWB_VOC_seasonality"
"NMVOC","AWB",2032,"AWB_VOC_seasonality"
"NMVOC","AWB",2033,"AWB_VOC_seasonality"
"NMVOC","AWB",2034,"AWB_VOC_seasonality"
"NMVOC","AWB",2035,"AWB_VOC_seasonality"
"NMVOC","AWB",2036,"AWB_VOC_seasonality"
"NMVOC","AWB",2037,"AWB_VOC_seasonality"
"NMVOC","AWB",2038,"AWB_VOC_seasonality"
"NMVOC","AWB",2039,"AWB_VOC_seasonality"
"NMVOC","AWB",2040,"AWB_VOC_seasonality"
"NMVOC","AWB",2041,"AWB_VOC_seasonality"
"NMVOC","AWB",2042,"AWB_VOC_seasonality"
"NMVOC","AWB",2043,"AWB_VOC_seasonality"
"NMVOC","AWB",2044,"AWB_VOC_seasonality"
"NMVOC","AWB",2045,"AWB_VOC_seasonality"
"NMVOC","AWB",2046,"AWB_VOC_seasonality"
"NMVOC","AWB",2047,"AWB_VOC_seasonality"
"NMVOC","AWB",2048,"AWB_VOC_seasonality"
"NMVOC","AWB",2049,"AWB_VOC_seasonality"
"NMVOC","AWB",2050,"AWB_VOC_seasonality"
"NMVOC","AWB",2051,"AWB_VOC_seasonality"
"NMVOC","AWB",2052,"AWB_VOC_seasonality"
"NMVOC","AWB",2053,"AWB_VOC_seasonality"
"NMVOC","AWB",2054,"AWB_VOC_seasonality"
"NMVOC","AWB",2055,"AWB_VOC_seasonality"
"NMVOC","AWB",2056,"AWB_VOC_seasonality"
"NMVOC","AWB",2057,"AWB_VOC_seasonality"
"NMVOC","AWB",2058,"AWB_VOC_seasonality"
"NMVOC","AWB",2059,"AWB_VOC_seasonality"
"NMVOC","AWB",2060,"AWB_VOC_seasonality"
"NMVOC","AWB",2061,"AWB_VOC_seasonality"
"NMVOC","AWB",2062,"AWB_VOC_seasonality"
"NMVOC","AWB",2063,"AWB_VOC_seasonality"
"NMVOC","AWB",2064,"AWB_VOC_seasonality"
"NMVOC","AWB",2065,"AWB_VOC_seasonality"
"NMVOC","AWB",2066,"AWB_VOC_seasonality"
"NMVOC","AWB",2067,"AWB_VOC_seasonality"
"NMVOC","AWB",2068,"AWB_VOC_seasonality"
"NMVOC","AWB",2069,"AWB_VOC_seasonality"
"NMVOC","AWB",2070,"AWB_VOC_seasonality"
"NMVOC","AWB",2071,"AWB_VOC_seasonality"
"NMVOC","AWB",2072,"AWB_VOC_seasonality"
"NMVOC","AWB",2073,"AWB_VOC_seasonality"
"NMVOC","AWB",2074,"AWB_VOC_seasonality"
"NMVOC","AWB",2075,"AWB_VOC_seasonality"
"NMVOC","AWB",2076,"AWB_VOC_seasonality"
"NMVOC","AWB",2077,"AWB_VOC_seasonality"
"NMVOC","AWB",2078,"AWB_VOC_seasonality"
"NMVOC","AWB",2079,"AWB_VOC_seasonality"
"NMVOC","AWB",2080,"AWB_VOC_seasonality"
"NMVOC","AWB",2081,"AWB_VOC_seasonality"
"NMVOC","AWB",2082,"AWB_VOC_seasonality"
"NMVOC","AWB",2083,"AWB_VOC_seasonality"
"NMVOC","AWB",2084,"AWB_VOC_seasonality"
"NMVOC","AWB",2085,"AWB_VOC_seasonality"
"NMVOC","AWB",2086,"AWB_VOC_seasonality"
"NMVOC","AWB",2087,"AWB_VOC_seasonality"
"NMVOC","AWB",2088,"AWB_VOC_seasonality"
"NMVOC","AWB",2089,"AWB_VOC_seasonality"
"NMVOC","AWB",2090,"AWB_VOC_seasonality"
"NMVOC","AWB",2091,"AWB_VOC_seasonality"
"NMVOC","AWB",2092,"AWB_VOC_seasonality"
"NMVOC","AWB",2093,"AWB_VOC_seasonality"
"NMVOC","AWB",2094,"AWB_VOC_seasonality"
"NMVOC","AWB",2095,"AWB_VOC_seasonality"
"NMVOC","AWB",2096,"AWB_VOC_seasonality"
"NMVOC","AWB",2097,"AWB_VOC_seasonality"
"NMVOC","AWB",2098,"AWB_VOC_seasonality"
"NMVOC","AWB",2099,"AWB_VOC_seasonality"
"NMVOC","AWB",2100,"AWB_VOC_seasonality"
"NMVOC","FRTB",2015,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2016,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2017,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2018,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2019,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2020,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2021,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2022,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2023,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2024,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2025,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2026,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2027,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2028,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2029,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2030,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2031,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2032,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2033,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2034,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2035,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2036,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2037,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2038,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2039,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2040,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2041,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2042,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2043,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2044,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2045,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2046,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2047,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2048,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2049,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2050,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2051,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2052,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2053,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2054,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2055,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2056,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2057,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2058,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2059,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2060,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2061,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2062,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2063,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2064,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2065,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2066,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2067,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2068,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2069,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2070,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2071,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2072,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2073,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2074,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2075,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2076,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2077,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2078,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2079,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2080,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2081,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2082,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2083,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2084,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2085,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2086,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2087,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2088,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2089,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2090,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2091,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2092,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2093,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2094,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2095,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2096,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2097,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2098,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2099,"FRTB_VOC_seasonality"
"NMVOC","FRTB",2100,"FRTB_VOC_seasonality"
"NMVOC","GRSB",2015,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2016,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2017,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2018,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2019,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2020,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2021,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2022,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2023,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2024,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2025,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2026,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2027,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2028,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2029,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2030,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2031,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2032,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2033,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2034,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2035,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2036,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2037,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2038,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2039,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2040,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2041,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2042,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2043,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2044,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2045,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2046,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2047,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2048,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2049,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2050,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2051,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2052,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2053,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2054,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2055,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2056,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2057,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2058,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2059,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2060,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2061,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2062,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2063,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2064,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2065,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2066,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2067,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2068,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2069,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2070,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2071,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2072,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2073,"GRSB_VOC_seasonality"
"NMVOC","GRSB",2074,"GRSB_VOC_seasonality"
