"em","sector","year","proxy_file","proxybackup_file"
"NH3","SLV",2093,"NH3_2015_SLV","population_2015"
"NH3","SLV",2094,"NH3_2015_SLV","population_2015"
"NH3","SLV",2095,"NH3_2015_SLV","population_2015"
"NH3","SLV",2096,"NH3_2015_SLV","population_2015"
"NH3","SLV",2097,"NH3_2015_SLV","population_2015"
"NH3","SLV",2098,"NH3_2015_SLV","population_2015"
"NH3","SLV",2099,"NH3_2015_SLV","population_2015"
"NH3","SLV",2100,"NH3_2015_SLV","population_2015"
"NH3","WST",2015,"population_2015","population_2015"
"NH3","WST",2016,"population_2015","population_2015"
"NH3","WST",2017,"population_2015","population_2015"
"NH3","WST",2018,"population_2015","population_2015"
"NH3","WST",2019,"population_2015","population_2015"
"NH3","WST",2020,"population_2015","population_2015"
"NH3","WST",2021,"population_2015","population_2015"
"NH3","WST",2022,"population_2015","population_2015"
"NH3","WST",2023,"population_2015","population_2015"
"NH3","WST",2024,"population_2015","population_2015"
"NH3","WST",2025,"population_2015","population_2015"
"NH3","WST",2026,"population_2015","population_2015"
"NH3","WST",2027,"population_2015","population_2015"
"NH3","WST",2028,"population_2015","population_2015"
"NH3","WST",2029,"population_2015","population_2015"
"NH3","WST",2030,"population_2015","population_2015"
"NH3","WST",2031,"population_2015","population_2015"
"NH3","WST",2032,"population_2015","population_2015"
"NH3","WST",2033,"population_2015","population_2015"
"NH3","WST",2034,"population_2015","population_2015"
"NH3","WST",2035,"population_2015","population_2015"
"NH3","WST",2036,"population_2015","population_2015"
"NH3","WST",2037,"population_2015","population_2015"
"NH3","WST",2038,"population_2015","population_2015"
"NH3","WST",2039,"population_2015","population_2015"
"NH3","WST",2040,"population_2015","population_2015"
"NH3","WST",2041,"population_2015","population_2015"
"NH3","WST",2042,"population_2015","population_2015"
"NH3","WST",2043,"population_2015","population_2015"
"NH3","WST",2044,"population_2015","population_2015"
"NH3","WST",2045,"population_2015","population_2015"
"NH3","WST",2046,"population_2015","population_2015"
"NH3","WST",2047,"population_2015","population_2015"
"NH3","WST",2048,"population_2015","population_2015"
"NH3","WST",2049,"population_2015","population_2015"
"NH3","WST",2050,"population_2015","population_2015"
"NH3","WST",2051,"population_2015","population_2015"
"NH3","WST",2052,"population_2015","population_2015"
"NH3","WST",2053,"population_2015","population_2015"
"NH3","WST",2054,"population_2015","population_2015"
"NH3","WST",2055,"population_2015","population_2015"
"NH3","WST",2056,"population_2015","population_2015"
"NH3","WST",2057,"population_2015","population_2015"
"NH3","WST",2058,"population_2015","population_2015"
"NH3","WST",2059,"population_2015","population_2015"
"NH3","WST",2060,"population_2015","population_2015"
"NH3","WST",2061,"population_2015","population_2015"
"NH3","WST",2062,"population_2015","population_2015"
"NH3","WST",2063,"population_2015","population_2015"
"NH3","WST",2064,"population_2015","population_2015"
"NH3","WST",2065,"population_2015","population_2015"
"NH3","WST",2066,"population_2015","population_2015"
"NH3","WST",2067,"population_2015","population_2015"
"NH3","WST",2068,"population_2015","population_2015"
"NH3","WST",2069,"population_2015","population_2015"
"NH3","WST",2070,"population_2015","population_2015"
"NH3","WST",2071,"population_2015","population_2015"
"NH3","WST",2072,"population_2015","population_2015"
"NH3","WST",2073,"population_2015","population_2015"
"NH3","WST",2074,"population_2015","population_2015"
"NH3","WST",2075,"population_2015","population_2015"
"NH3","WST",2076,"population_2015","population_2015"
"NH3","WST",2077,"population_2015","population_2015"
"NH3","WST",2078,"population_2015","population_2015"
"NH3","WST",2079,"population_2015","population_2015"
"NH3","WST",2080,"population_2015","population_2015"
"NH3","WST",2081,"population_2015","population_2015"
"NH3","WST",2082,"population_2015","population_2015"
"NH3","WST",2083,"population_2015","population_2015"
"NH3","WST",2084,"population_2015","population_2015"
"NH3","WST",2085,"population_2015","population_2015"
"NH3","WST",2086,"population_2015","population_2015"
"NH3","WST",2087,"population_2015","population_2015"
"NH3","WST",2088,"population_2015","population_2015"
"NH3","WST",2089,"population_2015","population_2015"
"NH3","WST",2090,"population_2015","population_2015"
"NH3","WST",2091,"population_2015","population_2015"
"NH3","WST",2092,"population_2015","population_2015"
"NH3","WST",2093,"population_2015","population_2015"
"NH3","WST",2094,"population_2015","population_2015"
"NH3","WST",2095,"population_2015","population_2015"
"NH3","WST",2096,"population_2015","population_2015"
"NH3","WST",2097,"population_2015","population_2015"
"NH3","WST",2098,"population_2015","population_2015"
"NH3","WST",2099,"population_2015","population_2015"
"NH3","WST",2100,"population_2015","population_2015"
"NOx","AGR",2015,"NOx_2015_AGR","population_2015"
"NOx","AGR",2016,"NOx_2015_AGR","population_2015"
"NOx","AGR",2017,"NOx_2015_AGR","population_2015"
"NOx","AGR",2018,"NOx_2015_AGR","population_2015"
"NOx","AGR",2019,"NOx_2015_AGR","population_2015"
"NOx","AGR",2020,"NOx_2015_AGR","population_2015"
"NOx","AGR",2021,"NOx_2015_AGR","population_2015"
"NOx","AGR",2022,"NOx_2015_AGR","population_2015"
"NOx","AGR",2023,"NOx_2015_AGR","population_2015"
"NOx","AGR",2024,"NOx_2015_AGR","population_2015"
"NOx","AGR",2025,"NOx_2015_AGR","population_2015"
"NOx","AGR",2026,"NOx_2015_AGR","population_2015"
"NOx","AGR",2027,"NOx_2015_AGR","population_2015"
"NOx","AGR",2028,"NOx_2015_AGR","population_2015"
"NOx","AGR",2029,"NOx_2015_AGR","population_2015"
"NOx","AGR",2030,"NOx_2015_AGR","population_2015"
"NOx","AGR",2031,"NOx_2015_AGR","population_2015"
"NOx","AGR",2032,"NOx_2015_AGR","population_2015"
"NOx","AGR",2033,"NOx_2015_AGR","population_2015"
"NOx","AGR",2034,"NOx_2015_AGR","population_2015"
"NOx","AGR",2035,"NOx_2015_AGR","population_2015"
"NOx","AGR",2036,"NOx_2015_AGR","population_2015"
"NOx","AGR",2037,"NOx_2015_AGR","population_2015"
"NOx","AGR",2038,"NOx_2015_AGR","population_2015"
"NOx","AGR",2039,"NOx_2015_AGR","population_2015"
"NOx","AGR",2040,"NOx_2015_AGR","population_2015"
"NOx","AGR",2041,"NOx_2015_AGR","population_2015"
"NOx","AGR",2042,"NOx_2015_AGR","population_2015"
"NOx","AGR",2043,"NOx_2015_AGR","population_2015"
"NOx","AGR",2044,"NOx_2015_AGR","population_2015"
"NOx","AGR",2045,"NOx_2015_AGR","population_2015"
"NOx","AGR",2046,"NOx_2015_AGR","population_2015"
"NOx","AGR",2047,"NOx_2015_AGR","population_2015"
"NOx","AGR",2048,"NOx_2015_AGR","population_2015"
"NOx","AGR",2049,"NOx_2015_AGR","population_2015"
"NOx","AGR",2050,"NOx_2015_AGR","population_2015"
"NOx","AGR",2051,"NOx_2015_AGR","population_2015"
"NOx","AGR",2052,"NOx_2015_AGR","population_2015"
"NOx","AGR",2053,"NOx_2015_AGR","population_2015"
"NOx","AGR",2054,"NOx_2015_AGR","population_2015"
"NOx","AGR",2055,"NOx_2015_AGR","population_2015"
"NOx","AGR",2056,"NOx_2015_AGR","population_2015"
"NOx","AGR",2057,"NOx_2015_AGR","population_2015"
"NOx","AGR",2058,"NOx_2015_AGR","population_2015"
"NOx","AGR",2059,"NOx_2015_AGR","population_2015"
"NOx","AGR",2060,"NOx_2015_AGR","population_2015"
"NOx","AGR",2061,"NOx_2015_AGR","population_2015"
"NOx","AGR",2062,"NOx_2015_AGR","population_2015"
"NOx","AGR",2063,"NOx_2015_AGR","population_2015"
"NOx","AGR",2064,"NOx_2015_AGR","population_2015"
"NOx","AGR",2065,"NOx_2015_AGR","population_2015"
"NOx","AGR",2066,"NOx_2015_AGR","population_2015"
"NOx","AGR",2067,"NOx_2015_AGR","population_2015"
"NOx","AGR",2068,"NOx_2015_AGR","population_2015"
"NOx","AGR",2069,"NOx_2015_AGR","population_2015"
"NOx","AGR",2070,"NOx_2015_AGR","population_2015"
"NOx","AGR",2071,"NOx_2015_AGR","population_2015"
"NOx","AGR",2072,"NOx_2015_AGR","population_2015"
"NOx","AGR",2073,"NOx_2015_AGR","population_2015"
"NOx","AGR",2074,"NOx_2015_AGR","population_2015"
"NOx","AGR",2075,"NOx_2015_AGR","population_2015"
"NOx","AGR",2076,"NOx_2015_AGR","population_2015"
"NOx","AGR",2077,"NOx_2015_AGR","population_2015"
"NOx","AGR",2078,"NOx_2015_AGR","population_2015"
"NOx","AGR",2079,"NOx_2015_AGR","population_2015"
"NOx","AGR",2080,"NOx_2015_AGR","population_2015"
"NOx","AGR",2081,"NOx_2015_AGR","population_2015"
"NOx","AGR",2082,"NOx_2015_AGR","population_2015"
"NOx","AGR",2083,"NOx_2015_AGR","population_2015"
"NOx","AGR",2084,"NOx_2015_AGR","population_2015"
"NOx","AGR",2085,"NOx_2015_AGR","population_2015"
"NOx","AGR",2086,"NOx_2015_AGR","population_2015"
"NOx","AGR",2087,"NOx_2015_AGR","population_2015"
"NOx","AGR",2088,"NOx_2015_AGR","population_2015"
"NOx","AGR",2089,"NOx_2015_AGR","population_2015"
"NOx","AGR",2090,"NOx_2015_AGR","population_2015"
"NOx","AGR",2091,"NOx_2015_AGR","population_2015"
"NOx","AGR",2092,"NOx_2015_AGR","population_2015"
"NOx","AGR",2093,"NOx_2015_AGR","population_2015"
"NOx","AGR",2094,"NOx_2015_AGR","population_2015"
"NOx","AGR",2095,"NOx_2015_AGR","population_2015"
"NOx","AGR",2096,"NOx_2015_AGR","population_2015"
"NOx","AGR",2097,"NOx_2015_AGR","population_2015"
"NOx","AGR",2098,"NOx_2015_AGR","population_2015"
"NOx","AGR",2099,"NOx_2015_AGR","population_2015"
"NOx","AGR",2100,"NOx_2015_AGR","population_2015"
"NOx","AWB",2015,"NOx_2015_AWB","population_2015"
"NOx","AWB",2016,"NOx_2015_AWB","population_2015"
"NOx","AWB",2017,"NOx_2015_AWB","population_2015"
"NOx","AWB",2018,"NOx_2015_AWB","population_2015"
"NOx","AWB",2019,"NOx_2015_AWB","population_2015"
"NOx","AWB",2020,"NOx_2015_AWB","population_2015"
"NOx","AWB",2021,"NOx_2015_AWB","population_2015"
"NOx","AWB",2022,"NOx_2015_AWB","population_2015"
"NOx","AWB",2023,"NOx_2015_AWB","population_2015"
"NOx","AWB",2024,"NOx_2015_AWB","population_2015"
"NOx","AWB",2025,"NOx_2015_AWB","population_2015"
"NOx","AWB",2026,"NOx_2015_AWB","population_2015"
"NOx","AWB",2027,"NOx_2015_AWB","population_2015"
"NOx","AWB",2028,"NOx_2015_AWB","population_2015"
"NOx","AWB",2029,"NOx_2015_AWB","population_2015"
"NOx","AWB",2030,"NOx_2015_AWB","population_2015"
"NOx","AWB",2031,"NOx_2015_AWB","population_2015"
"NOx","AWB",2032,"NOx_2015_AWB","population_2015"
"NOx","AWB",2033,"NOx_2015_AWB","population_2015"
"NOx","AWB",2034,"NOx_2015_AWB","population_2015"
"NOx","AWB",2035,"NOx_2015_AWB","population_2015"
"NOx","AWB",2036,"NOx_2015_AWB","population_2015"
"NOx","AWB",2037,"NOx_2015_AWB","population_2015"
"NOx","AWB",2038,"NOx_2015_AWB","population_2015"
"NOx","AWB",2039,"NOx_2015_AWB","population_2015"
"NOx","AWB",2040,"NOx_2015_AWB","population_2015"
"NOx","AWB",2041,"NOx_2015_AWB","population_2015"
"NOx","AWB",2042,"NOx_2015_AWB","population_2015"
"NOx","AWB",2043,"NOx_2015_AWB","population_2015"
"NOx","AWB",2044,"NOx_2015_AWB","population_2015"
"NOx","AWB",2045,"NOx_2015_AWB","population_2015"
"NOx","AWB",2046,"NOx_2015_AWB","population_2015"
"NOx","AWB",2047,"NOx_2015_AWB","population_2015"
"NOx","AWB",2048,"NOx_2015_AWB","population_2015"
"NOx","AWB",2049,"NOx_2015_AWB","population_2015"
"NOx","AWB",2050,"NOx_2015_AWB","population_2015"
"NOx","AWB",2051,"NOx_2015_AWB","population_2015"
"NOx","AWB",2052,"NOx_2015_AWB","population_2015"
"NOx","AWB",2053,"NOx_2015_AWB","population_2015"
"NOx","AWB",2054,"NOx_2015_AWB","population_2015"
"NOx","AWB",2055,"NOx_2015_AWB","population_2015"
"NOx","AWB",2056,"NOx_2015_AWB","population_2015"
"NOx","AWB",2057,"NOx_2015_AWB","population_2015"
"NOx","AWB",2058,"NOx_2015_AWB","population_2015"
"NOx","AWB",2059,"NOx_2015_AWB","population_2015"
"NOx","AWB",2060,"NOx_2015_AWB","population_2015"
"NOx","AWB",2061,"NOx_2015_AWB","population_2015"
"NOx","AWB",2062,"NOx_2015_AWB","population_2015"
"NOx","AWB",2063,"NOx_2015_AWB","population_2015"
"NOx","AWB",2064,"NOx_2015_AWB","population_2015"
"NOx","AWB",2065,"NOx_2015_AWB","population_2015"
"NOx","AWB",2066,"NOx_2015_AWB","population_2015"
"NOx","AWB",2067,"NOx_2015_AWB","population_2015"
"NOx","AWB",2068,"NOx_2015_AWB","population_2015"
"NOx","AWB",2069,"NOx_2015_AWB","population_2015"
"NOx","AWB",2070,"NOx_2015_AWB","population_2015"
"NOx","AWB",2071,"NOx_2015_AWB","population_2015"
"NOx","AWB",2072,"NOx_2015_AWB","population_2015"
"NOx","AWB",2073,"NOx_2015_AWB","population_2015"
"NOx","AWB",2074,"NOx_2015_AWB","population_2015"
"NOx","AWB",2075,"NOx_2015_AWB","population_2015"
"NOx","AWB",2076,"NOx_2015_AWB","population_2015"
"NOx","AWB",2077,"NOx_2015_AWB","population_2015"
"NOx","AWB",2078,"NOx_2015_AWB","population_2015"
"NOx","AWB",2079,"NOx_2015_AWB","population_2015"
"NOx","AWB",2080,"NOx_2015_AWB","population_2015"
"NOx","AWB",2081,"NOx_2015_AWB","population_2015"
"NOx","AWB",2082,"NOx_2015_AWB","population_2015"
"NOx","AWB",2083,"NOx_2015_AWB","population_2015"
"NOx","AWB",2084,"NOx_2015_AWB","population_2015"
"NOx","AWB",2085,"NOx_2015_AWB","population_2015"
"NOx","AWB",2086,"NOx_2015_AWB","population_2015"
"NOx","AWB",2087,"NOx_2015_AWB","population_2015"
"NOx","AWB",2088,"NOx_2015_AWB","population_2015"
"NOx","AWB",2089,"NOx_2015_AWB","population_2015"
"NOx","AWB",2090,"NOx_2015_AWB","population_2015"
"NOx","AWB",2091,"NOx_2015_AWB","population_2015"
"NOx","AWB",2092,"NOx_2015_AWB","population_2015"
"NOx","AWB",2093,"NOx_2015_AWB","population_2015"
"NOx","AWB",2094,"NOx_2015_AWB","population_2015"
"NOx","AWB",2095,"NOx_2015_AWB","population_2015"
"NOx","AWB",2096,"NOx_2015_AWB","population_2015"
"NOx","AWB",2097,"NOx_2015_AWB","population_2015"
"NOx","AWB",2098,"NOx_2015_AWB","population_2015"
"NOx","AWB",2099,"NOx_2015_AWB","population_2015"
"NOx","AWB",2100,"NOx_2015_AWB","population_2015"
"NOx","FRTB",2015,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2016,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2017,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2018,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2019,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2020,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2021,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2022,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2023,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2024,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2025,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2026,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2027,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2028,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2029,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2030,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2031,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2032,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2033,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2034,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2035,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2036,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2037,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2038,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2039,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2040,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2041,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2042,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2043,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2044,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2045,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2046,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2047,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2048,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2049,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2050,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2051,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2052,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2053,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2054,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2055,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2056,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2057,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2058,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2059,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2060,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2061,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2062,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2063,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2064,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2065,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2066,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2067,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2068,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2069,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2070,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2071,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2072,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2073,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2074,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2075,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2076,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2077,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2078,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2079,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2080,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2081,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2082,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2083,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2084,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2085,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2086,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2087,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2088,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2089,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2090,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2091,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2092,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2093,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2094,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2095,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2096,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2097,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2098,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2099,"NOx_2015_FRTB","population_2015"
"NOx","FRTB",2100,"NOx_2015_FRTB","population_2015"
"NOx","GRSB",2015,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2016,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2017,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2018,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2019,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2020,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2021,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2022,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2023,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2024,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2025,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2026,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2027,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2028,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2029,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2030,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2031,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2032,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2033,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2034,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2035,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2036,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2037,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2038,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2039,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2040,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2041,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2042,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2043,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2044,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2045,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2046,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2047,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2048,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2049,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2050,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2051,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2052,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2053,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2054,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2055,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2056,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2057,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2058,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2059,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2060,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2061,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2062,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2063,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2064,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2065,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2066,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2067,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2068,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2069,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2070,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2071,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2072,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2073,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2074,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2075,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2076,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2077,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2078,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2079,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2080,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2081,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2082,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2083,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2084,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2085,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2086,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2087,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2088,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2089,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2090,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2091,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2092,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2093,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2094,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2095,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2096,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2097,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2098,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2099,"NOx_2015_GRSB","population_2015"
"NOx","GRSB",2100,"NOx_2015_GRSB","population_2015"
"NOx","PEAT",2015,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2016,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2017,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2018,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2019,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2020,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2021,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2022,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2023,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2024,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2025,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2026,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2027,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2028,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2029,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2030,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2031,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2032,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2033,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2034,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2035,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2036,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2037,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2038,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2039,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2040,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2041,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2042,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2043,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2044,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2045,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2046,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2047,"NOx_2015_PEAT","population_2015"
"NOx","PEAT",2048,"NOx_2015_PEAT","population_2015"
