iso,sector,VOC01,VOC02,VOC03,VOC04,VOC05,VOC06,VOC07,VOC08,VOC09,VOC12,VOC13,VOC14,VOC15,VOC16,VOC17,VOC18,VOC19,VOC20,VOC21,VOC22,VOC23,VOC24,VOC25
sen,RCOO,0.101533321,0.075162707,0.021201041,0.006706301,0.014843017,0.013658252,0.008501782,0.074965054,0.064319751,0.08193235,0.101698656,0.044379771,0.013214128,5.48E-06,0.010210778,0,0.052565265,0,0.012959089,0.045565831,0.008684381,0.247842433,5.06E-05
sgp,RCOO,0.101472691,0.075154576,0.021202261,0.006708448,0.014841395,0.013624043,0.008899018,0.074952014,0.064291869,0.081901808,0.101663263,0.044364411,0.01320847,2.11E-06,0.010205236,0,0.052554185,0,0.012956721,0.045523294,0.008657528,0.247797191,1.95E-05
slb,RCOO,0.102331314,0.075750436,0.02140465,0.006843804,0.015108793,0.013785592,0.000331933,0.07555126,0.06482454,0.082574766,0.102538348,0.044750983,0.013317748,5.89E-06,0.010290967,0,0.052976331,0,0.013097392,0.045925582,0.008754897,0.249780533,5.42E-05
sle,RCOO,0.102029919,0.075813457,0.02148748,0.006830244,0.014920743,0.013701748,0.00234015,0.075449336,0.064740023,0.082438855,0.102314531,0.044625587,0.013299645,2.52E-06,0.010261211,0,0.052840425,0,0.013026924,0.045775066,0.008707597,0.249371345,2.32E-05
slv,RCOO,0.101927016,0.075497812,0.021295588,0.006736226,0.01490919,0.013671719,0.004423511,0.075299293,0.064580487,0.082273494,0.10212599,0.044567362,0.013267868,4.30E-07,0.010251209,0,0.052799646,0,0.013016862,0.045719416,0.008685435,0.248947482,3.97E-06
som,RCOO,0.102039895,0.075799683,0.021474364,0.006823115,0.014922586,0.013701335,0.002337442,0.075450411,0.064737971,0.082439717,0.102317137,0.044628899,0.013299313,2.32E-06,0.01026226,0,0.052846956,0,0.013028549,0.045778517,0.008706982,0.249381382,2.12E-05
spm,RCOO,0.091457182,0.065695765,0.030153715,0.031229719,0.05685148,0.02030517,0.002825453,0.064748408,0.057571189,0.072509213,0.102204337,0.045837553,0.01180468,0.000376557,0.009130032,0,0.045092629,0,0.022011618,0.042751364,0.010230645,0.213709688,0.003503603
srb,RCOO,0.019595315,0.18698235,0.123689528,0.065206551,0.010473667,0.003729727,0.001975577,0.07590663,0.07877433,0.077359162,0.088053143,0.022821224,0.015576148,2.83E-05,0.001966096,0,0.009981366,0,0.00435123,0.008917738,0.001850725,0.20250066,0.000260566
ssd,RCOO,0.101674832,0.075311105,0.021242924,0.006719567,0.014872318,0.013637814,0.006886189,0.075113086,0.064420734,0.082069993,0.101873391,0.044457125,0.013235048,4.18E-07,0.010225848,0,0.052669072,0,0.012984672,0.045606257,0.008663879,0.248331863,3.86E-06
stp,RCOO,0.102024427,0.075821386,0.021494945,0.006834299,0.014919726,0.013702005,0.002339879,0.075448863,0.064741299,0.082438512,0.102313238,0.044623796,0.013299861,2.64E-06,0.01026064,0,0.052836809,0,0.013026035,0.045773195,0.008707951,0.249366114,2.44E-05
sur,RCOO,0.102767115,0.074760091,0.021116723,0.006736124,0.014877552,0.015028364,0.003190309,0.07456257,0.064760263,0.082222509,0.101971905,0.044471039,0.013297504,0.000159183,0.010309321,0,0.052283488,0,0.012918157,0.046815967,0.009773686,0.246514695,0.001463435
svk,RCOO,0.066336282,0.103314876,0.06074834,0.045021337,0.048052486,0.013653706,0.005347767,0.068060242,0.06278717,0.072589232,0.09778495,0.038893355,0.012690078,4.74E-05,0.006629753,0,0.033904185,0,0.017861091,0.029835647,0.00595374,0.210050872,0.000437465
svn,RCOO,0.102164979,0.075394833,0.022257632,0.008052466,0.016311839,0.015424673,0.000231017,0.074296613,0.064836133,0.082065053,0.102115953,0.044447875,0.013306273,0.000196508,0.010242463,0,0.051744629,0,0.013176727,0.046718807,0.009965111,0.245238168,0.001812248
swe,RCOO,0.102780905,0.074543951,0.021121182,0.006864066,0.01509573,0.015265385,0.003579346,0.074347949,0.064711236,0.082113003,0.101889178,0.044437551,0.013286038,0.000185041,0.010306288,0,0.052132546,0,0.012945,0.04694288,0.009943991,0.245802166,0.001706567
swz,RCOO,0.102024261,0.075821563,0.021495121,0.006834395,0.014919697,0.013702009,0.002340259,0.075448815,0.064741299,0.082438474,0.102313175,0.044623734,0.01329986,2.65E-06,0.010260619,0,0.0528367,0,0.013026009,0.045773121,0.008707957,0.249365871,2.44E-05
sxm,RCOO,0.102393912,0.075194751,0.021223932,0.006740274,0.014903948,0.014328064,0.0031879,0.074996986,0.064708518,0.082302867,0.102118965,0.044550234,0.013290652,7.59E-05,0.010285552,0,0.05258772,0,0.0129781,0.046272684,0.00921025,0.247948323,0.000700422
syc,RCOO,0.102025137,0.07582022,0.02149387,0.006833733,0.014919861,0.013701962,0.002340649,0.075448868,0.06474107,0.082438505,0.102313352,0.04462402,0.013299808,2.62E-06,0.010260711,0,0.05283727,0,0.013026147,0.045773424,0.008707899,0.249366656,2.42E-05
syr,RCOO,0.10329313,0.073233458,0.020988801,0.00728078,0.015776479,0.016971997,0.005143447,0.073040914,0.064598818,0.08162137,0.101392784,0.0442101,0.013253784,0.000381713,0.010325058,0,0.051216089,0,0.012951059,0.048068034,0.011250837,0.241481017,0.00352033
tca,RCOO,0.102171797,0.075501948,0.021296756,0.006736595,0.014910008,0.013864911,0.002979703,0.075303429,0.06468976,0.08237618,0.102237324,0.044611629,0.013289351,2.10E-05,0.010272387,0,0.052802546,0,0.013017579,0.04592307,0.008838718,0.248961142,0.000194117
tcd,RCOO,0.102032728,0.075810093,0.021484157,0.006828415,0.014921273,0.013701661,0.00233719,0.075449781,0.06473964,0.08243926,0.102315452,0.04462655,0.013299614,2.43E-06,0.010261482,0,0.052842217,0,0.013027367,0.045776054,0.008707455,0.249374508,2.27E-05
tgo,RCOO,0.102347029,0.075811292,0.021384016,0.006764198,0.014971098,0.013725886,0.000308286,0.075611962,0.064847217,0.082613801,0.102548646,0.044751847,0.013322683,1.55E-07,0.010293495,0,0.053018886,0,0.013070913,0.045906537,0.008719434,0.249981208,1.41E-06
tha,RCOO,0.102121289,0.075281792,0.021234655,0.006716952,0.014866536,0.014023549,0.004449765,0.075083871,0.064610496,0.082237529,0.102048591,0.044524829,0.013272076,4.23E-05,0.010263767,0,0.052648578,0,0.012979622,0.045997239,0.008971013,0.248235285,0.000390246
tjk,RCOO,0.095238609,0.081618244,0.029354201,0.014306952,0.02121275,0.013752882,0.000170246,0.074216218,0.064619813,0.080800998,0.101709335,0.043587773,0.013235396,1.82E-05,0.009575391,0,0.049228837,0,0.013942338,0.042798078,0.008227627,0.242221526,0.000164619
tkl,RCOO,0.102328656,0.075737747,0.021409091,0.00686071,0.015138042,0.013798593,0.000332028,0.075538608,0.06482007,0.082566847,0.102536593,0.044750987,0.01331678,7.13E-06,0.01029048,0,0.052967444,0,0.013103048,0.045930056,0.008762671,0.249738669,6.58E-05
tkm,RCOO,0.070264526,0.049074415,0.045092845,0.074672855,0.133449015,0.02637629,0.004800713,0.048945669,0.043751007,0.055124998,0.103418173,0.049048557,0.008972252,0.000346002,0.007008922,0,0.03432054,0,0.039023885,0.033091125,0.008207762,0.161819373,0.003191074
tls,RCOO,0.100860011,0.077166569,0.022764627,0.00753619,0.014778723,0.013550576,0.003566434,0.075376008,0.064852747,0.082286679,0.10200345,0.044286841,0.013314987,2.81E-06,0.010143497,0,0.052232581,0,0.012884386,0.045251674,0.008609838,0.248505437,2.59E-05
ton,RCOO,0.102328656,0.075737747,0.021409091,0.00686071,0.015138042,0.013798593,0.000332028,0.075538608,0.06482007,0.082566847,0.102536593,0.044750987,0.01331678,7.13E-06,0.01029048,0,0.052967444,0,0.013103048,0.045930056,0.008762671,0.249738669,6.58E-05
tto,RCOO,0.102692703,0.074825864,0.021106013,0.006676403,0.014776539,0.014896027,0.003567724,0.074629198,0.064745216,0.082227982,0.101956662,0.044463262,0.013295038,0.000144511,0.010304115,0,0.052329743,0,0.01290109,0.046719326,0.009676859,0.246731878,0.00133385
tun,RCOO,0.102104422,0.075362426,0.021390193,0.00702285,0.015408329,0.013997597,0.002736778,0.075164269,0.064623892,0.082273806,0.102251909,0.044632775,0.013275335,3.15E-05,0.010263872,0,0.052704971,0,0.013123389,0.045940338,0.008899965,0.248501108,0.000290294
tur,RCOO,0.005630797,0.191871599,0.139051664,0.084766912,0.032728927,0.008237264,0.00638342,0.068544634,0.076241015,0.070781015,0.085548503,0.020689477,0.014963911,0.000478373,0.000478373,0,0,0,0.0080826,0.004671692,0.003552281,0.172885339,0.004412205
twn,RCOO,0.101678942,0.075092103,0.021434219,0.007262462,0.01581242,0.013962486,0.005455333,0.074887892,0.064367241,0.081952477,0.10198652,0.044531618,0.013222756,2.75E-05,0.010221749,0,0.052508524,0,0.01318845,0.045731343,0.008838105,0.247584352,0.000253518
tza,RCOO,0.102378211,0.075835081,0.021390724,0.00676632,0.014975793,0.013729444,0,0.075635689,0.064867153,0.082639344,0.1025804,0.044765725,0.013326782,7.25E-08,0.010296647,0,0.05303553,0,0.013075013,0.045920158,0.008721574,0.250059669,6.71E-07
uga,RCOO,0.102036334,0.075804222,0.021478766,0.006825507,0.014921931,0.013701446,0.002340247,0.075449909,0.064738548,0.082439271,0.102316057,0.044627687,0.013299404,2.36E-06,0.010261882,0,0.05284464,0,0.013027963,0.045777265,0.008707187,0.249377543,2.18E-05
ukr,RCOO,0.07423732,0.098182424,0.052316376,0.036142588,0.039389625,0.013570621,0.003070882,0.070043157,0.063692419,0.075284418,0.099012903,0.040127173,0.012930604,4.11E-05,0.007459552,0,0.038211092,0,0.016483206,0.033484714,0.006587683,0.219353453,0.00037872
ury,RCOO,0.101958609,0.075015914,0.021160233,0.006694468,0.014816191,0.014133559,0.006810479,0.074818637,0.064469833,0.082028245,0.101776288,0.044402464,0.013242499,5.93E-05,0.010244628,0,0.052462634,0,0.012934323,0.04600132,0.009065758,0.247358343,0.000546301
usa,RCOO,0.093340907,0.073457919,0.02935616,0.022558208,0.039235785,0.016396988,0.001715016,0.069858009,0.060927808,0.076706827,0.102158271,0.04490002,0.012493303,0.000116856,0.009368247,0,0.047651994,0,0.018114361,0.042398362,0.008701887,0.229465313,0.001077759
uzb,RCOO,0.082558394,0.065776285,0.03704815,0.044178425,0.077119745,0.019028634,0.00195322,0.062325476,0.054149596,0.068202709,0.102875009,0.046512407,0.011104188,5.79E-05,0.008293623,0,0.042420632,0,0.026545119,0.037293595,0.007404623,0.20461834,0.000533919
vct,RCOO,0.102236763,0.075377834,0.021269208,0.006742312,0.014915058,0.014032953,0.003188164,0.07517963,0.064686388,0.082336378,0.102180653,0.044583669,0.013287723,4.11E-05,0.010275583,0,0.052715745,0,0.013003476,0.046043489,0.008973014,0.248551871,0.000378993
ven,RCOO,0.0100435,0,0.090250192,0.203001509,0.357405505,0.049258209,0.003778085,0,0.004437302,0.004120009,0.10625762,0.057721939,0.000871115,0.000865346,0.000865346,0,0,0,0.088268457,0.008446545,0.006420185,0,0.007989136
vgb,RCOO,0.102171797,0.075501948,0.021296756,0.006736595,0.014910008,0.013864911,0.002979703,0.075303429,0.06468976,0.08237618,0.102237324,0.044611629,0.013289351,2.10E-05,0.010272387,0,0.052802546,0,0.013017579,0.04592307,0.008838718,0.248961142,0.000194117
vir,RCOO,0.102171797,0.075501948,0.021296756,0.006736595,0.014910008,0.013864911,0.002979703,0.075303429,0.06468976,0.08237618,0.102237324,0.044611629,0.013289351,2.10E-05,0.010272387,0,0.052802546,0,0.013017579,0.04592307,0.008838718,0.248961142,0.000194117
vnm,RCOO,0.101474607,0.077104095,0.022531253,0.007380464,0.014839647,0.013626473,0,0.075647371,0.065042619,0.082598523,0.102412991,0.044512519,0.013355844,2.41E-06,0.010205379,0,0.052553375,0,0.012956146,0.045525531,0.008659632,0.249548869,2.23E-05
vut,RCOO,0.102332194,0.075755658,0.021402704,0.006836561,0.015096269,0.013780008,0.000334504,0.075556482,0.064826282,0.082577929,0.102538806,0.044750879,0.013318134,5.36E-06,0.010291139,0,0.052979981,0,0.01309494,0.04592354,0.008751542,0.249797773,4.93E-05
wlf,RCOO,0.102328656,0.075737747,0.021409091,0.00686071,0.015138042,0.013798593,0.000332028,0.075538608,0.06482007,0.082566847,0.102536593,0.044750987,0.01331678,7.13E-06,0.01029048,0,0.052967444,0,0.013103048,0.045930056,0.008762671,0.249738669,6.58E-05
wsm,RCOO,0.102328656,0.075737747,0.021409091,0.00686071,0.015138042,0.013798593,0.000332028,0.075538608,0.06482007,0.082566847,0.102536593,0.044750987,0.01331678,7.13E-06,0.01029048,0,0.052967444,0,0.013103048,0.045930056,0.008762671,0.249738669,6.58E-05
srb (kosovo),RCOO,0.079891732,0.105636638,0.048941887,0.022513042,0.013705982,0.011092362,0.002461085,0.075511817,0.068506425,0.081049691,0.098442425,0.0387454,0.013909915,1.83E-05,0.008032031,0,0.041276911,0,0.010682509,0.035917406,0.00692335,0.236571978,0.000169078
yem,RCOO,0.101817794,0.075420573,0.021273816,0.006729336,0.014893905,0.013653723,0.005470613,0.075222298,0.064512242,0.082187312,0.102019348,0.044520904,0.013253855,0,0.010240287,0,0.052745679,0,0.013003542,0.04566849,0.00867336,0.248692923,0
zaf,RCOO,0.09702723,0.082524743,0.02756057,0.010104618,0.014180258,0.013070472,0.003721555,0.075445047,0.065582008,0.082112605,0.101291949,0.043218515,0.013435652,7.59E-06,0.009757229,0,0.050218226,0,0.012380452,0.043554379,0.008314178,0.246422573,7.02E-05
zmb,RCOO,0.102252027,0.075897622,0.021473767,0.006813764,0.014955872,0.013719362,0.000526712,0.075593304,0.064848162,0.082591865,0.102511165,0.044720326,0.013322251,9.41E-07,0.010283791,0,0.052964863,0,0.013057594,0.045867597,0.008716511,0.249873699,8.80E-06
zwe,RCOO,0.097741076,0.082334473,0.027204895,0.009894324,0.014291958,0.013132872,0,0.07573931,0.065753134,0.082438632,0.101744295,0.043486162,0.013473666,3.32E-06,0.009829727,0,0.050613785,0,0.012477975,0.043855051,0.008347426,0.247607287,3.06E-05
abw,SLV,0.079478907,0,0,0,0,0.358098013,0,0,0,0,0,0.108977121,0.108141597,0,0.021485093,0.099928874,0.045767085,0.011102483,0,0,0.104984436,0,0.06203639
afg,SLV,0.067029852,0,0,0,0,0.417798091,0,0,0,0,0,0.094990325,0.094262038,0,0.018727573,0.080719139,0.036760783,0.01880687,0,0,0.105984134,0,0.064921196
ago,SLV,0.068965249,0,0,0,0,0.445053283,0,0,0,0,0,0.088146106,0.087470286,0,0.017378202,0.079547495,0.029227006,0.020991855,0,0,0.100247592,0,0.062972926
alb,SLV,0.059367567,0,0,0,0,0.437375067,0,0,0,0,0,0.087673127,0.087000936,0,0.017284956,0.070467457,0.034556188,0.046996519,0,0,0.089500785,0,0.069777399
are,SLV,0.070548456,0,0,0,0,0.360395801,0,0,0,0,0,0.110978173,0.110127302,0,0.021879594,0.094093132,0.049186089,0.011828716,0,0,0.108595768,0,0.062366967
arg,SLV,0.082842665,0,0,0,0,0.591106905,0,0,0,0,0,0.062538364,0.062058886,0,0.012329578,0.08161998,0.00932904,0.003930767,0,0,0.077552007,0,0.016691808
arm,SLV,0.074356844,0,0,0,0,0.380005504,0,0,0,0,0,0.102979317,0.102189771,0,0.020302603,0.091827898,0.043316274,0.024072645,0,0,0.100371837,0,0.060577307
asm,SLV,0.083324449,0,0,0,0,0.352262116,0,0,0,0,0,0.108932059,0.108096879,0,0.0214762,0.104518171,0.043513336,0.009145484,0,0,0.104298342,0,0.064432963
atg,SLV,0.078856549,0,0,0,0,0.34388202,0,0,0,0,0,0.112474142,0.111611797,0,0.02217452,0.10243894,0.047597113,0.010471256,0,0,0.106458268,0,0.064035393
aus,SLV,0.081802495,0,0,0,0,0.363533109,0,0,0,0,0,0.108399518,0.10756842,0,0.021371476,0.099957943,0.045417517,0.011573681,0,0,0.104005977,0,0.056369863
aut,SLV,0.071581041,0,0,0,0,0.390412767,0,0,0,0,0,0.100956519,0.100182493,0,0.019903803,0.08845341,0.039061851,0.027331948,0,0,0.103519861,0,0.058596308
aze,SLV,0.074375901,0,0,0,0,0.374365341,0,0,0,0,0,0.10396749,0.103170375,0,0.020497422,0.091882083,0.044418255,0.024555093,0,0,0.101070705,0,0.061697335
bdi,SLV,0.072398894,0,0,0,0,0.408503683,0,0,0,0,0,0.097973094,0.097221934,0,0.019315617,0.08899156,0.034615357,0.013568828,0,0,0.110222497,0,0.057188537
bel,SLV,0.067019307,0,0,0,0,0.393691634,0,0,0,0,0,0.102017076,0.101234914,0,0.020112897,0.085644991,0.038860348,0.024912028,0,0,0.109148578,0,0.057358228
ben,SLV,0.077538622,0,0,0,0,0.479384556,0,0,0,0,0,0.08165392,0.081027885,0,0.016098259,0.083450054,0.022963845,0.012904835,0,0,0.0982087,0,0.046769323
bfa,SLV,0.074125735,0,0,0,0,0.458951076,0,0,0,0,0,0.085447533,0.084792403,0,0.016846167,0.080274364,0.028650674,0.015446255,0,0,0.099503865,0,0.055961928
bgd,SLV,0.064901586,0,0,0,0,0.410731232,0,0,0,0,0,0.096820952,0.096078621,0,0.019088468,0.080795045,0.036383571,0.020908403,0,0,0.10598343,0,0.068308692
bgr,SLV,0.059769156,0,0,0,0,0.439026615,0,0,0,0,0,0.089382438,0.088697141,0,0.017621947,0.070487073,0.03679265,0.035918015,0,0,0.094118005,0,0.06818696
bhr,SLV,0.074594996,0,0,0,0,0.347575839,0,0,0,0,0,0.112250558,0.111389941,0,0.022130456,0.099452017,0.04829701,0.010613428,0,0,0.107659972,0,0.066035784
bhs,SLV,0.078853985,0,0,0,0,0.343850425,0,0,0,0,0,0.112460737,0.111598496,0,0.022171918,0.102394362,0.047623223,0.010401376,0,0,0.106393819,0,0.06425166
bih,SLV,0.068192783,0,0,0,0,0.403770032,0,0,0,0,0,0.096939729,0.096196496,0,0.019111887,0.082278745,0.040134435,0.030934024,0,0,0.096754254,0,0.065687615
blr,SLV,0.073985456,0,0,0,0,0.382787338,0,0,0,0,0,0.102612515,0.101825794,0,0.020230289,0.092093823,0.042454231,0.023836383,0,0,0.099948478,0,0.060225694
blz,SLV,0.074267834,0,0,0,0,0.367774759,0,0,0,0,0,0.106303843,0.105488809,0,0.020958258,0.094056712,0.043187727,0.011518168,0,0,0.104530739,0,0.071913152
bmu,SLV,0.068788504,0,0,0,0,0.4173155,0,0,0,0,0,0.09615199,0.095414792,0,0.018956569,0.082088781,0.036838281,0.013224377,0,0,0.107998636,0,0.06322257
bol,SLV,0.079695321,0,0,0,0,0.570974348,0,0,0,0,0,0.065780826,0.065276481,0,0.012968847,0.079605981,0.012137151,0.007672547,0,0,0.082061939,0,0.023826558
bra,SLV,0.080010384,0,0,0,0,0.480734795,0,0,0,0,0,0.081416614,0.08079239,0,0.016051535,0.083691321,0.025355915,0.010271916,0,0,0.093524098,0,0.048151031
brb,SLV,0.078803659,0,0,0,0,0.343763146,0,0,0,0,0,0.112495781,0.111633272,0,0.022178794,0.102378265,0.047619012,0.010324872,0,0,0.106502162,0,0.064301037
brn,SLV,0.079734565,0,0,0,0,0.532879359,0,0,0,0,0,0.075864823,0.075283171,0,0.01495692,0.087710225,0.019076715,0.004458361,0,0,0.084454076,0,0.025581787
btn,SLV,0.064649914,0,0,0,0,0.38984149,0,0,0,0,0,0.102975799,0.102186284,0,0.020301883,0.08583503,0.039149838,0.013357451,0,0,0.111486158,0,0.070216153
bwa,SLV,0.07548468,0,0,0,0,0.379587779,0,0,0,0,0,0.103667023,0.10287221,0,0.020437573,0.094259592,0.040710316,0.011101367,0,0,0.102943363,0,0.068936096
caf,SLV,0.07412507,0,0,0,0,0.477947357,0,0,0,0,0,0.082013111,0.081384319,0,0.016168035,0.081221218,0.023696621,0.0135686,0,0,0.096889252,0,0.052986418
can,SLV,0.075490067,0,0,0,0,0.414988885,0,0,0,0,0,0.093871253,0.093151549,0,0.01850695,0.087096008,0.035709673,0.032925994,0,0,0.091556969,0,0.056702652
che,SLV,0.064342955,0,0,0,0,0.400279772,0,0,0,0,0,0.100054058,0.099286946,0,0.019725876,0.082542206,0.039254815,0.030855016,0,0,0.105402182,0,0.058256173
chl,SLV,0.073915884,0,0,0,0,0.378578693,0,0,0,0,0,0.102772474,0.101984523,0,0.02026183,0.089894675,0.042118184,0.016391324,0,0,0.103038952,0,0.071043462
chn,SLV,0.075000581,0,0,0,0,0.443930297,0,0,0,0,0,0.089516221,0.088829903,0,0.017648324,0.084378538,0.031019172,0.013004163,0,0,0.101141139,0,0.055531662
civ,SLV,0.077902614,0,0,0,0,0.496229076,0,0,0,0,0,0.076977394,0.076387203,0,0.015176262,0.080068677,0.020238656,0.011482382,0,0,0.095286577,0,0.050251159
cmr,SLV,0.075387004,0,0,0,0,0.490529894,0,0,0,0,0,0.078905585,0.078300613,0,0.01555643,0.07989453,0.021885228,0.012294077,0,0,0.094848985,0,0.052397654
cod,SLV,0.068965249,0,0,0,0,0.445053283,0,0,0,0,0,0.088146106,0.087470286,0,0.017378202,0.079547495,0.029227006,0.020991855,0,0,0.100247592,0,0.062972926
cog,SLV,0.074716905,0,0,0,0,0.471478595,0,0,0,0,0,0.083768005,0.083125758,0,0.016515866,0.08297685,0.024756937,0.017456521,0,0,0.098203118,0,0.047001445
cok,SLV,0.083324449,0,0,0,0,0.352262116,0,0,0,0,0,0.108932059,0.108096879,0,0.0214762,0.104518171,0.043513336,0.009145484,0,0,0.104298342,0,0.064432963
col,SLV,0.07859201,0,0,0,0,0.434074552,0,0,0,0,0,0.091985248,0.091279999,0,0.018135088,0.089153521,0.032722343,0.009295069,0,0,0.098362208,0,0.056399964
com,SLV,0.066629444,0,0,0,0,0.422599356,0,0,0,0,0,0.09289344,0.092181224,0,0.018314139,0.07871579,0.034586916,0.024434068,0,0,0.102722178,0,0.066923444
cpv,SLV,0.065123947,0,0,0,0,0.386816897,0,0,0,0,0,0.103274169,0.102482358,0,0.020360735,0.086835483,0.039104667,0.013963136,0,0,0.111031646,0,0.071006963
cri,SLV,0.074924103,0,0,0,0,0.485076896,0,0,0,0,0,0.079314685,0.078706576,0,0.015637068,0.078519805,0.02437419,0.009346045,0,0,0.089887036,0,0.064213595
cub,SLV,0.074069807,0,0,0,0,0.372813977,0,0,0,0,0,0.104496995,0.103695812,0,0.020601808,0.091568628,0.042886187,0.014506878,0,0,0.103934759,0,0.071425149
cuw,SLV,0.078883579,0,0,0,0,0.343502637,0,0,0,0,0,0.112543577,0.11168071,0,0.02218822,0.102473855,0.047640648,0.010332515,0,0,0.106522598,0,0.064231661
cym,SLV,0.068788504,0,0,0,0,0.4173155,0,0,0,0,0,0.09615199,0.095414792,0,0.018956569,0.082088781,0.036838281,0.013224377,0,0,0.107998636,0,0.06322257
cyp,SLV,0.067462573,0,0,0,0,0.389418646,0,0,0,0,0,0.099774119,0.099009145,0,0.019670692,0.083964127,0.041709849,0.033760866,0,0,0.097014885,0,0.068215097
cze,SLV,0.066072932,0,0,0,0,0.399942059,0,0,0,0,0,0.100405869,0.09963606,0,0.019795242,0.081356553,0.044216721,0.025305265,0,0,0.102240336,0,0.061028963
deu,SLV,0.069634796,0,0,0,0,0.388918015,0,0,0,0,0,0.102633268,0.101846383,0,0.020234376,0.088651866,0.038331691,0.023680812,0,0,0.109173515,0,0.056895279
dji,SLV,0.069739325,0,0,0,0,0.368880591,0,0,0,0,0,0.108736505,0.107902822,0,0.021437782,0.094240291,0.041712324,0.013970112,0,0,0.116968092,0,0.056412155
dma,SLV,0.075915507,0,0,0,0,0.403606083,0,0,0,0,0,0.098815664,0.098058044,0,0.019481722,0.091810442,0.037140015,0.010277959,0,0,0.101109168,0,0.063785396
dnk,SLV,0.070568276,0,0,0,0,0.403008778,0,0,0,0,0,0.09868021,0.097923634,0,0.019455024,0.086162691,0.037515699,0.026522353,0,0,0.102853392,0,0.057309943
dom,SLV,0.068788504,0,0,0,0,0.4173155,0,0,0,0,0,0.09615199,0.095414792,0,0.018956569,0.082088781,0.036838281,0.013224377,0,0,0.107998636,0,0.06322257
dza,SLV,0.070880749,0,0,0,0,0.394178919,0,0,0,0,0,0.097965253,0.097214153,0,0.019313982,0.084513254,0.039528027,0.027009645,0,0,0.097837401,0,0.071558618
ecu,SLV,0.078655316,0,0,0,0,0.457625844,0,0,0,0,0,0.085973143,0.08531399,0,0.016949797,0.084709227,0.028535514,0.009539199,0,0,0.096580968,0,0.056117003
egy,SLV,0.069359555,0,0,0,0,0.428799207,0,0,0,0,0,0.090904458,0.090207501,0,0.017923789,0.078337512,0.034779086,0.017420457,0,0,0.103351033,0,0.0689174
eri,SLV,0.070240552,0,0,0,0,0.405345721,0,0,0,0,0,0.097954194,0.097203183,0,0.0193119,0.08445173,0.037614566,0.013109313,0,0,0.108735632,0,0.066033209
esh,SLV,0.06558843,0,0,0,0,0.38956261,0,0,0,0,0,0.102550425,0.101764173,0,0.020218047,0.086723962,0.038472373,0.013573022,0,0,0.110764266,0,0.070782692
esp,SLV,0.061545025,0,0,0,0,0.417070678,0,0,0,0,0,0.094093789,0.093372372,0,0.018550801,0.075640444,0.035741268,0.029423637,0,0,0.102830192,0,0.071731795
est,SLV,0.073598753,0,0,0,0,0.376269565,0,0,0,0,0,0.103879262,0.103082818,0,0.020480023,0.092465025,0.043373836,0.024420983,0,0,0.100659956,0,0.061769779
eth,SLV,0.070240554,0,0,0,0,0.40534575,0,0,0,0,0,0.097954172,0.097203161,0,0.019311891,0.084451731,0.037614556,0.01310932,0,0,0.108735646,0,0.066033219
fin,SLV,0.075885855,0,0,0,0,0.380975934,0,0,0,0,0,0.102723018,0.101935439,0,0.020252071,0.09237028,0.039641235,0.026375579,0,0,0.103404895,0,0.056435693
fji,SLV,0.079697464,0,0,0,0,0.377091662,0,0,0,0,0,0.102404963,0.101619821,0,0.020189376,0.097209085,0.038420735,0.010122691,0,0,0.102095563,0,0.071148639
flk,SLV,0.082842665,0,0,0,0,0.591106905,0,0,0,0,0,0.062538364,0.062058886,0,0.012329578,0.08161998,0.00932904,0.003930767,0,0,0.077552007,0,0.016691808
fra,SLV,0.063974874,0,0,0,0,0.406744131,0,0,0,0,0,0.098373974,0.097619737,0,0.019394651,0.082281137,0.0350107,0.025508022,0,0,0.109750914,0,0.061341861
fro,SLV,0.06435772,0,0,0,0,0.397802771,0,0,0,0,0,0.100132562,0.099364847,0,0.01974136,0.084123448,0.035962846,0.02644066,0,0,0.109916277,0,0.062157508
fsm,SLV,0.083324449,0,0,0,0,0.352262116,0,0,0,0,0,0.108932059,0.108096879,0,0.0214762,0.104518171,0.043513336,0.009145484,0,0,0.104298342,0,0.064432963
gab,SLV,0.077653244,0,0,0,0,0.421303838,0,0,0,0,0,0.094829887,0.09410283,0,0.01869582,0.091332175,0.033750467,0.009278391,0,0,0.098903291,0,0.060150057
gbr,SLV,0.06435772,0,0,0,0,0.397802771,0,0,0,0,0,0.100132562,0.099364847,0,0.01974136,0.084123448,0.035962846,0.02644066,0,0,0.109916277,0,0.062157508
geo,SLV,0.074595992,0,0,0,0,0.379481083,0,0,0,0,0,0.103001938,0.102212221,0,0.020307067,0.091660695,0.043621925,0.024097456,0,0,0.100493879,0,0.060527745
gha,SLV,0.07219176,0,0,0,0,0.45959559,0,0,0,0,0,0.085732125,0.085074819,0,0.016902298,0.081349179,0.026709577,0.015363329,0,0,0.099385589,0,0.057695735
gib,SLV,0.061545011,0,0,0,0,0.417070743,0,0,0,0,0,0.094093776,0.093372358,0,0.018550798,0.075640422,0.035741268,0.029423635,0,0,0.1028302,0,0.071731788
gin,SLV,0.077002698,0,0,0,0,0.502736818,0,0,0,0,0,0.078243727,0.077643828,0,0.015425928,0.082933867,0.02026881,0.007868689,0,0,0.093987936,0,0.043887698
